year,block,main_plot,fym_factor_level,rotation_type,rotation_factor_level,johnston_rotation_code,bulk_density,percent_soc,percent_n,note_id
1973,2,23,none,alternating,L/Ah,LC8,1.508,0.972,*,5.000
1973,2,24,FYM,alternating,L/Ah,LC8,1.508,1.260,*,5.000
1973,2,25,FYM,alternating,Lu/Ar,LN8,1.508,1.015,*,5.000
1973,2,26,none,alternating,Lu/Ar,LN8,1.508,0.871,*,5.000
1973,2,27,none,alternating,Ar/Lu,LN8,1.508,1.046,*,5.000
1973,2,28,FYM,alternating,Ar/Lu,LN8,1.508,1.176,*,5.000
1973,2,29,none,ley_arable,Lu,LC3,1.388,0.875,*,5.000
1973,2,30,FYM,ley_arable,Lu,LC3,1.388,1.020,*,5.000
1973,2,31,none,ley_arable,L,LN3,1.388,1.258,*,5.000
1973,2,32,FYM,ley_arable,L,LN3,1.388,1.501,*,5.000
1974,1,1,FYM,arable,Ah,AB,1.508,0.912,*,5.000
1974,1,2,none,arable,Ah,AB,1.508,0.865,*,5.000
1974,1,3,none,ley_arable,Lu,LC3,1.388,0.896,*,5.000
1974,1,4,FYM,ley_arable,Lu,LC3,1.388,1.212,*,5.000
1974,1,5,FYM,arable,Ar,AF,1.508,0.836,*,5.000
1974,1,6,none,arable,Ar,AF,1.508,0.757,*,5.000
1974,1,7,none,alternating,L/Ah,LC8,1.508,0.971,*,5.000
1974,1,8,FYM,alternating,L/Ah,LC8,1.508,1.200,*,5.000
1974,1,9,none,alternating,Ar/Lu,LN8,1.508,0.827,*,5.000
1974,1,10,FYM,alternating,Ar/Lu,LN8,1.508,0.979,*,5.000
1974,1,11,FYM,alternating,Lu/Ar,LN8,1.508,1.085,*,5.000
1974,1,12,none,alternating,Lu/Ar,LN8,1.508,1.098,*,5.000
1974,1,13,FYM,ley_arable,L,LN3,1.388,1.230,*,5.000
1974,1,14,none,ley_arable,L,LN3,1.388,1.025,*,5.000
1974,1,15,none,alternating,Ah/L,LC8,1.508,0.942,*,5.000
1974,1,16,FYM,alternating,Ah/L,LC8,1.508,1.179,*,5.000
1975,3,33,FYM,ley_arable,Lc3,LC3,1.388,1.180,*,5.000
1975,3,34,none,ley_arable,Lc3,LC3,1.388,1.018,*,5.000
1975,3,35,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.171,*,5.000
1975,3,36,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.216,*,5.000
1975,3,37,none,alternating,Lu/Ar,LN8,1.388,0.970,*,5.000
1975,3,38,FYM,alternating,Lu/Ar,LN8,1.388,1.090,*,5.000
1975,3,39,FYM,arable,AF,AF,1.508,1.009,*,5.000
1975,3,40,none,arable,AF,AF,1.508,0.958,*,5.000
1975,3,41,none,alternating,L/Ah,LC8,1.388,0.932,*,5.000
1975,3,42,FYM,alternating,L/Ah,LC8,1.388,1.018,*,5.000
1975,3,43,none,ley_arable,Ln3,LN3,1.388,1.216,*,5.000
1975,3,44,FYM,ley_arable,Ln3,LN3,1.388,1.432,*,5.000
1975,3,45,none,arable,AB,AB,1.508,0.949,*,5.000
1975,3,46,FYM,arable,AB,AB,1.508,1.099,*,5.000
1975,3,47,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.018,*,5.000
1975,3,48,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.252,*,5.000
1976,5,65,none,ley_arable,Ln3,LN3,1.388,1.121,*,5.000
1976,5,66,FYM,ley_arable,Ln3,LN3,1.388,1.265,*,5.000
1976,5,67,FYM,arable,AB,AB,1.508,1.202,*,5.000
1976,5,68,none,arable,AB,AB,1.508,1.157,*,5.000
1976,5,69,none,alternating,Lu/Ar,LN8,1.388,0.941,*,5.000
1976,5,70,FYM,alternating,Lu/Ar,LN8,1.388,1.112,*,5.000
1976,5,71,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.150,*,5.000
1976,5,72,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.250,*,5.000
1976,5,73,FYM,arable,AF,AF,1.508,0.926,*,5.000
1976,5,74,none,arable,AF,AF,1.508,0.896,*,5.000
1976,5,75,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.166,*,5.000
1976,5,76,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.157,*,5.000
1976,5,77,FYM,alternating,L/Ah,LC8,1.388,1.058,*,5.000
1976,5,78,none,alternating,L/Ah,LC8,1.388,0.915,*,5.000
1976,5,79,none,ley_arable,Lc3,LC3,1.388,1.040,*,5.000
1976,5,80,FYM,ley_arable,Lc3,LC3,1.388,1.229,*,5.000
1977,4,49,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.016,*,5.000
1977,4,50,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.034,*,5.000
1977,4,51,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.034,*,5.000
1977,4,52,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.268,*,5.000
1977,4,53,none,arable,AB,AB,1.508,1.007,*,5.000
1977,4,54,FYM,arable,AB,AB,1.508,1.115,*,5.000
1977,4,55,none,alternating,L/Ah,LC8,1.388,1.151,*,5.000
1977,4,56,FYM,alternating,L/Ah,LC8,1.388,1.313,*,5.000
1977,4,57,FYM,ley_arable,Ln3,LN3,1.388,1.250,*,5.000
1977,4,58,none,ley_arable,Ln3,LN3,1.388,1.232,*,5.000
1977,4,59,FYM,ley_arable,Lc3,LC3,1.388,1.295,*,5.000
1977,4,60,none,ley_arable,Lc3,LC3,1.388,1.250,*,5.000
1977,4,61,none,alternating,Lu/Ar,LN8,1.388,0.991,*,5.000
1977,4,62,FYM,alternating,Lu/Ar,LN8,1.388,1.133,*,5.000
1977,4,63,FYM,arable,AF,AF,1.508,1.034,*,5.000
1977,4,64,none,arable,AF,AF,1.508,1.106,*,5.000
1978,2,17,none,arable,AB,AB,1.508,0.735,*,5.000
1978,2,18,FYM,arable,AB,AB,1.508,0.832,*,5.000
1978,2,19,none,arable,AF,AF,1.508,0.773,*,5.000
1978,2,20,FYM,arable,AF,AF,1.508,0.981,*,5.000
1978,2,21,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,0.859,*,5.000
1978,2,22,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,0.821,*,5.000
1978,2,23,none,alternating,L/Ah,LC8,1.388,0.932,*,5.000
1978,2,24,FYM,alternating,L/Ah,LC8,1.388,1.152,*,5.000
1978,2,25,FYM,alternating,Lu/Ar,LN8,1.388,0.981,*,5.000
1978,2,26,none,alternating,Lu/Ar,LN8,1.388,0.881,*,5.000
1978,2,27,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,0.972,*,5.000
1978,2,28,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.152,*,5.000
1978,2,29,none,ley_arable,Lc3,LC3,1.388,0.837,*,5.000
1978,2,30,FYM,ley_arable,Lc3,LC3,1.388,0.932,*,5.000
1978,2,31,none,ley_arable,Ln3,LN3,1.388,1.062,*,5.000
1978,2,32,FYM,ley_arable,Ln3,LN3,1.388,1.206,*,5.000
1979,1,1,FYM,arable,AB,AB,1.508,0.780,*,*
1979,1,2,none,arable,AB,AB,1.508,0.820,*,*
1979,1,3,none,ley_arable,Lc3,LC3,1.388,0.900,*,*
1979,1,4,FYM,ley_arable,Lc3,LC3,1.388,1.320,*,*
1979,1,5,FYM,arable,AF,AF,1.508,0.670,*,*
1979,1,6,none,arable,AF,AF,1.508,0.620,*,*
1979,1,7,none,alternating,L/Ah,LC8,1.388,1.000,*,*
1979,1,8,FYM,alternating,L/Ah,LC8,1.388,1.220,*,*
1979,1,9,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,0.790,*,*
1979,1,10,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,0.920,*,*
1979,1,11,FYM,alternating,Lu/Ar,LN8,1.388,1.040,*,*
1979,1,12,none,alternating,Lu/Ar,LN8,1.388,1.100,*,*
1979,1,13,FYM,ley_arable,Ln3,LN3,1.388,1.100,*,*
1979,1,14,none,ley_arable,Ln3,LN3,1.388,0.990,*,*
1979,1,15,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,0.910,*,*
1979,1,16,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.210,*,*
1980,3,33,FYM,ley_arable,Lc3,LC3,1.388,1.040,0.106,*
1980,3,34,none,ley_arable,Lc3,LC3,1.388,0.950,0.094,*
1980,3,35,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.080,0.103,*
1980,3,36,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.070,0.101,*
1980,3,37,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,0.960,0.095,*
1980,3,38,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.110,0.108,*
1980,3,39,FYM,arable,AF,AF,1.508,0.860,0.087,*
1980,3,40,none,arable,AF,AF,1.508,0.870,0.081,*
1980,3,41,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,0.950,0.096,*
1980,3,42,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.090,0.107,*
1980,3,43,none,ley_arable,Ln3,LN3,1.388,1.270,0.117,*
1980,3,44,FYM,ley_arable,Ln3,LN3,1.388,1.530,0.135,*
1980,3,45,none,arable,AB,AB,1.508,0.930,0.094,*
1980,3,46,FYM,arable,AB,AB,1.508,1.050,0.106,*
1980,3,47,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.100,0.107,*
1980,3,48,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.350,0.125,*
1981,5,65,none,ley_arable,Ln3,LN3,1.388,1.020,0.105,*
1981,5,66,FYM,ley_arable,Ln3,LN3,1.388,1.210,0.118,*
1981,5,67,FYM,arable,AB,AB,1.508,1.100,0.110,*
1981,5,68,none,arable,AB,AB,1.508,1.060,0.105,*
1981,5,69,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,0.910,0.093,*
1981,5,70,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.040,0.105,*
1981,5,71,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.110,0.110,*
1981,5,72,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.210,0.116,*
1981,5,73,FYM,arable,AF,AF,1.508,0.830,0.085,*
1981,5,74,none,arable,AF,AF,1.508,0.790,0.081,*
1981,5,75,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.230,0.121,*
1981,5,76,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.160,0.114,*
1981,5,77,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,0.960,0.095,*
1981,5,78,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,0.900,0.091,*
1981,5,79,none,ley_arable,Lc3,LC3,1.388,1.000,0.100,*
1981,5,80,FYM,ley_arable,Lc3,LC3,1.388,1.230,0.117,*
1982,4,49,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.180,0.116,*
1982,4,50,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.180,0.113,*
1982,4,51,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.220,0.112,*
1982,4,52,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.290,0.121,*
1982,4,53,none,arable,AB,AB,1.508,0.980,0.102,*
1982,4,54,FYM,arable,AB,AB,1.508,1.090,0.109,*
1982,4,55,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.180,0.113,*
1982,4,56,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.320,0.124,*
1982,4,57,FYM,ley_arable,Ln3,LN3,1.388,1.190,0.118,*
1982,4,58,none,ley_arable,Ln3,LN3,1.388,1.250,0.119,*
1982,4,59,FYM,ley_arable,Lc3,LC3,1.388,1.210,0.120,*
1982,4,60,none,ley_arable,Lc3,LC3,1.388,1.290,0.121,*
1982,4,61,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,0.970,0.097,*
1982,4,62,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.140,0.114,*
1982,4,63,FYM,arable,AF,AF,1.508,1.050,0.100,*
1982,4,64,none,arable,AF,AF,1.508,1.070,0.102,*
1983,2,17,none,arable,AB,AB,1.508,0.680,0.070,*
1983,2,18,FYM,arable,AB,AB,1.508,0.780,0.078,*
1983,2,19,none,arable,AF,AF,1.508,0.670,0.068,*
1983,2,20,FYM,arable,AF,AF,1.508,0.840,0.082,*
1983,2,21,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.000,0.097,*
1983,2,22,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.000,0.096,*
1983,2,23,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.050,0.104,*
1983,2,24,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.240,0.119,*
1983,2,25,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.040,0.099,*
1983,2,26,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,0.950,0.090,*
1983,2,27,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.090,0.100,*
1983,2,28,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.400,0.120,*
1983,2,29,none,ley_arable,Lc3,LC3,1.388,0.940,0.092,*
1983,2,30,FYM,ley_arable,Lc3,LC3,1.388,1.020,0.100,*
1983,2,31,none,ley_arable,Ln3,LN3,1.388,1.170,0.114,*
1983,2,32,FYM,ley_arable,Ln3,LN3,1.388,1.380,0.126,*
1984,1,1,FYM,arable,AB,AB,1.508,0.730,0.074,*
1984,1,2,none,arable,AB,AB,1.508,0.730,0.074,*
1984,1,3,none,ley_arable,Lc3,LC3,1.388,0.950,0.093,*
1984,1,4,FYM,ley_arable,Lc3,LC3,1.388,1.150,0.110,*
1984,1,5,FYM,arable,AF,AF,1.508,0.640,0.063,*
1984,1,6,none,arable,AF,AF,1.508,0.590,0.061,*
1984,1,7,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,0.930,0.092,*
1984,1,8,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.120,0.107,*
1984,1,9,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,0.860,0.081,*
1984,1,10,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.000,0.093,*
1984,1,11,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.000,0.095,*
1984,1,12,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.010,0.096,*
1984,1,13,FYM,ley_arable,Ln3,LN3,1.388,1.010,0.097,*
1984,1,14,none,ley_arable,Ln3,LN3,1.388,0.920,0.089,*
1984,1,15,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,0.940,0.092,*
1984,1,16,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.110,0.106,*
1985,3,33,FYM,ley_arable,Lc3,LC3,1.388,1.040,0.105,*
1985,3,34,none,ley_arable,Lc3,LC3,1.388,0.960,0.098,*
1985,3,35,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.080,0.101,*
1985,3,36,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.100,0.102,*
1985,3,37,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.090,0.103,*
1985,3,38,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.230,0.115,*
1985,3,39,FYM,arable,AF,AF,1.508,0.840,0.082,*
1985,3,40,none,arable,AF,AF,1.508,0.780,0.074,*
1985,3,41,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.080,0.105,*
1985,3,42,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.190,0.115,*
1985,3,43,none,ley_arable,Ln3,LN3,1.388,1.170,0.111,*
1985,3,44,FYM,ley_arable,Ln3,LN3,1.388,1.390,0.125,*
1985,3,45,none,arable,AB,AB,1.508,0.890,0.089,*
1985,3,46,FYM,arable,AB,AB,1.508,1.060,0.104,*
1985,3,47,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.110,0.107,*
1985,3,48,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.320,0.122,*
1986,5,65,none,ley_arable,Ln3,LN3,1.388,1.040,0.106,*
1986,5,66,FYM,ley_arable,Ln3,LN3,1.388,1.240,0.124,*
1986,5,67,FYM,arable,AB,AB,1.508,1.110,0.111,*
1986,5,68,none,arable,AB,AB,1.508,1.250,0.115,*
1986,5,69,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.140,0.111,*
1986,5,70,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.170,0.112,*
1986,5,71,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.150,0.113,*
1986,5,72,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.210,0.111,*
1986,5,73,FYM,arable,AF,AF,1.508,0.840,0.084,*
1986,5,74,none,arable,AF,AF,1.508,0.810,0.081,*
1986,5,75,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.270,0.124,*
1986,5,76,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.210,0.119,*
1986,5,77,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.020,0.100,*
1986,5,78,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.060,0.101,*
1986,5,79,none,ley_arable,Lc3,LC3,1.388,1.130,0.110,*
1986,5,80,FYM,ley_arable,Lc3,LC3,1.388,1.270,0.121,*
1987,4,49,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.160,0.115,*
1987,4,50,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.250,0.121,*
1987,4,51,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.160,0.109,*
1987,4,52,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.310,0.123,*
1987,4,53,none,arable,AB,AB,1.508,1.010,0.101,*
1987,4,54,FYM,arable,AB,AB,1.508,1.120,0.113,*
1987,4,55,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.240,0.120,*
1987,4,56,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.370,0.127,*
1987,4,57,FYM,ley_arable,Ln3,LN3,1.388,1.260,0.122,*
1987,4,58,none,ley_arable,Ln3,LN3,1.388,1.180,0.117,*
1987,4,59,FYM,ley_arable,Lc3,LC3,1.388,1.290,0.126,*
1987,4,60,none,ley_arable,Lc3,LC3,1.388,1.400,0.130,*
1987,4,61,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.040,0.103,*
1987,4,62,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.280,0.125,*
1987,4,63,FYM,arable,AF,AF,1.508,1.010,0.100,*
1987,4,64,none,arable,AF,AF,1.508,1.130,0.105,*
1988,2,17,none,arable,AB,AB,1.508,0.710,0.074,*
1988,2,18,FYM,arable,AB,AB,1.508,0.740,0.077,*
1988,2,19,none,arable,AF,AF,1.508,0.650,0.068,*
1988,2,20,FYM,arable,AF,AF,1.508,0.870,0.085,*
1988,2,21,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.070,0.106,*
1988,2,22,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.000,0.098,*
1988,2,23,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.130,0.110,*
1988,2,24,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.260,0.116,*
1988,2,25,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.060,0.105,*
1988,2,26,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.010,0.098,*
1988,2,27,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.080,0.105,*
1988,2,28,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.280,0.119,*
1988,2,29,none,ley_arable,Lc3,LC3,1.388,0.950,0.096,*
1988,2,30,FYM,ley_arable,Lc3,LC3,1.388,1.020,0.102,*
1988,2,31,none,ley_arable,Ln3,LN3,1.388,1.080,0.109,*
1988,2,32,FYM,ley_arable,Ln3,LN3,1.388,1.540,0.139,*
1989,1,1,FYM,arable,AB,AB,1.508,0.800,0.081,*
1989,1,2,none,arable,AB,AB,1.508,0.800,0.080,*
1989,1,3,none,ley_arable,Lc3,LC3,1.388,0.970,0.098,*
1989,1,4,FYM,ley_arable,Lc3,LC3,1.388,1.290,0.124,*
1989,1,5,FYM,arable,AF,AF,1.508,0.630,0.067,*
1989,1,6,none,arable,AF,AF,1.508,0.620,0.063,*
1989,1,7,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.060,0.106,*
1989,1,8,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.280,0.120,*
1989,1,9,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,0.880,0.087,*
1989,1,10,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.010,0.098,*
1989,1,11,FYM,leyn_8yr,LLn8_2nd_cycle,LN8_2nd,1.388,1.120,0.107,*
1989,1,12,none,leyn_8yr,LLn8_2nd_cycle,LN8_2nd,1.388,1.240,0.117,*
1989,1,13,FYM,ley_arable,Ln3,LN3,1.388,1.020,0.102,*
1989,1,14,none,ley_arable,Ln3,LN3,1.388,0.960,0.093,*
1989,1,15,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.050,0.103,*
1989,1,16,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.300,0.124,*
1990,3,33,FYM,ley_arable,Lc3,LC3,1.388,1.100,0.106,*
1990,3,34,none,ley_arable,Lc3,LC3,1.388,0.950,0.093,*
1990,3,35,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.090,0.101,*
1990,3,36,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.170,0.107,*
1990,3,37,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.040,0.099,*
1990,3,38,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.140,0.110,*
1990,3,39,FYM,arable,AF,AF,1.508,0.850,0.081,*
1990,3,40,none,arable,AF,AF,1.508,0.790,0.073,*
1990,3,41,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.070,0.106,*
1990,3,42,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.210,0.116,*
1990,3,43,none,ley_arable,Ln3,LN3,1.388,1.160,0.110,*
1990,3,44,FYM,ley_arable,Ln3,LN3,1.388,1.400,0.132,*
1990,3,45,none,arable,AB,AB,1.508,0.940,0.089,*
1990,3,46,FYM,arable,AB,AB,1.508,0.980,0.096,*
1990,3,47,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.150,0.108,*
1990,3,48,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.180,0.108,*
1991,5,65,none,ley_arable,Ln3,LN3,1.388,1.030,0.105,*
1991,5,66,FYM,ley_arable,Ln3,LN3,1.388,1.160,0.117,*
1991,5,67,FYM,arable,AB,AB,1.508,1.090,0.110,*
1991,5,68,none,arable,AB,AB,1.508,1.040,0.099,*
1991,5,69,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.010,0.097,*
1991,5,70,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.120,0.109,*
1991,5,71,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.200,0.114,*
1991,5,72,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.360,0.123,*
1991,5,73,FYM,arable,AF,AF,1.508,0.810,0.081,*
1991,5,74,none,arable,AF,AF,1.508,0.770,0.075,*
1991,5,75,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.270,0.120,*
1991,5,76,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.160,0.109,*
1991,5,77,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.110,0.109,*
1991,5,78,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,0.960,0.093,*
1991,5,79,none,ley_arable,Lc3,LC3,1.388,1.050,0.102,*
1991,5,80,FYM,ley_arable,Lc3,LC3,1.388,1.310,0.124,*
1992,4,49,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.260,0.121,*
1992,4,50,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.200,0.116,*
1992,4,51,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.580,0.140,*
1992,4,52,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.630,0.143,*
1992,4,53,none,arable,AB,AB,1.508,1.090,0.111,*
1992,4,54,FYM,arable,AB,AB,1.508,1.120,0.112,*
1992,4,55,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.380,0.131,*
1992,4,56,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.600,0.141,*
1992,4,57,FYM,ley_arable,Ln3,LN3,1.388,1.240,0.116,*
1992,4,58,none,ley_arable,Ln3,LN3,1.388,1.310,0.123,*
1992,4,59,FYM,ley_arable,Lc3,LC3,1.388,1.380,0.132,*
1992,4,60,none,ley_arable,Lc3,LC3,1.388,1.480,0.130,*
1992,4,61,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.150,0.112,*
1992,4,62,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.280,0.118,*
1992,4,63,FYM,arable,AF,AF,1.508,1.010,0.098,*
1992,4,64,none,arable,AF,AF,1.508,1.110,0.104,*
1993,2,17,none,arable,AB,AB,1.508,0.680,0.067,*
1993,2,18,FYM,arable,AB,AB,1.508,0.840,0.078,*
1993,2,19,none,arable,AF,AF,1.508,0.730,0.068,*
1993,2,20,FYM,arable,AF,AF,1.508,0.870,0.080,*
1993,2,21,FYM,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.150,0.106,*
1993,2,22,none,leyc_8yr,LLc8_1st_cycle,LC8_1st,1.388,1.240,0.106,*
1993,2,23,none,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.170,0.108,*
1993,2,24,FYM,leyc_8yr,LLc8_2nd_cycle,LC8_2nd,1.388,1.460,0.136,*
1993,2,25,FYM,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.150,0.104,*
1993,2,26,none,leyn_8yr,Lln8_2nd_cycle,LN8_2nd,1.388,1.220,0.112,*
1993,2,27,none,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.190,0.108,*
1993,2,28,FYM,leyn_8yr,LLn8_1st_cycle,LN8_1st,1.388,1.440,0.126,*
1993,2,29,none,ley_arable,Lc3,LC3,1.388,1.040,0.102,*
