year,block,main_plot,split_plot,plot_code,previous_FYM_factor_level,N_factor_level,N_factor_code,N_fertilizer_amount,number_of_N_applications,rotation_factor_level,basal_P_kg,date_P,basal_K_kg,date_K,basal_S_kg,date_S,cultivar,sow_date,harvest_date,grain_yield,note_id
1987,5,73,4,73.400,FYM,FB:N0,N0,0,0,AF,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,3.220,*
1987,5,74,1,74.100,none,FB:N0,N0,0,0,AF,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,2.820,*
1987,5,74,2,74.200,none,FB:N1,N70,70,1,AF,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,5.150,*
1987,5,74,3,74.300,none,FB:N2,N140,140,1,AF,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,6.200,*
1987,5,74,4,74.400,none,FB:N3,N210,210,1,AF,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,6.570,*
1987,5,77,1,77.100,FYM,FB:N0,N0,0,0,LLc8,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,5.580,*
1987,5,77,2,77.200,FYM,FB:N2,N140,140,1,LLc8,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,8.040,*
1987,5,77,3,77.300,FYM,FB:N3,N210,210,1,LLc8,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,7.980,*
1987,5,77,4,77.400,FYM,FB:N1,N70,70,1,LLc8,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,8.120,*
1987,5,78,1,78.100,none,FB:N1,N70,70,1,LLc8,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,6.840,*
1987,5,78,2,78.200,none,FB:N0,N0,0,0,LLc8,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,4.940,*
1987,5,78,3,78.300,none,FB:N2,N140,140,1,LLc8,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,8.590,*
1987,5,78,4,78.400,none,FB:N3,N210,210,1,LLc8,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,8.270,*
1987,5,79,1,79.100,none,FB:N3,N210,210,1,Lc3,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,7.910,*
1987,5,79,2,79.200,none,FB:N1,N70,70,1,Lc3,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,7.060,*
1987,5,79,3,79.300,none,FB:N2,N140,140,1,Lc3,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,8.010,*
1987,5,79,4,79.400,none,FB:N0,N0,0,0,Lc3,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,5.550,*
1987,5,80,1,80.100,FYM,FB:N0,N0,0,0,Lc3,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,5.470,*
1987,5,80,2,80.200,FYM,FB:N1,N70,70,1,Lc3,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,7.410,*
1987,5,80,3,80.300,FYM,FB:N3,N210,210,1,Lc3,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1987-09-07,7.320,*
1987,5,80,4,80.400,FYM,FB:N2,N140,140,1,Lc3,62.400,1986-10-01,62.400,1986-10-01,0.000,*,Mercia,1986-10-02,1988-08-26,7.470,*
1988,4,53,1,53.100,none,FB:N2,N140,140,1,AB,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.590,*
1988,4,53,2,53.200,none,FB:N3,N210,210,1,AB,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,5.350,*
1988,4,53,3,53.300,none,FB:N0,N0,0,0,AB,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,2.840,*
1988,4,53,4,53.400,none,FB:N1,N70,70,1,AB,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.010,*
1988,4,54,1,54.100,FYM,FB:N3,N210,210,1,AB,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,7.050,*
1988,4,54,2,54.200,FYM,FB:N2,N140,140,1,AB,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.950,*
1988,4,54,3,54.300,FYM,FB:N1,N70,70,1,AB,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.560,*
1988,4,54,4,54.400,FYM,FB:N0,N0,0,0,AB,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,3.120,*
1988,4,55,1,55.100,none,FB:N3,N210,210,1,LLc8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,7.410,*
1988,4,55,2,55.200,none,FB:N0,N0,0,0,LLc8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.040,*
1988,4,55,3,55.300,none,FB:N1,N70,70,1,LLc8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,8.570,*
1988,4,55,4,55.400,none,FB:N2,N140,140,1,LLc8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.990,*
1988,4,56,1,56.100,FYM,FB:N3,N210,210,1,LLc8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.720,*
1988,4,56,2,56.200,FYM,FB:N1,N70,70,1,LLc8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,7.170,*
1988,4,56,3,56.300,FYM,FB:N2,N140,140,1,LLc8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.880,*
1988,4,56,4,56.400,FYM,FB:N0,N0,0,0,LLc8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,4.480,*
1988,4,57,1,57.100,FYM,FB:N3,N210,210,1,Ln3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.220,*
1988,4,57,2,57.200,FYM,FB:N1,N70,70,1,Ln3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,7.400,*
1988,4,57,3,57.300,FYM,FB:N0,N0,0,0,Ln3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,4.080,*
1988,4,57,4,57.400,FYM,FB:N2,N140,140,1,Ln3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,7.340,*
1988,4,58,1,58.100,none,FB:N3,N210,210,1,Ln3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.050,*
1988,4,58,2,58.200,none,FB:N0,N0,0,0,Ln3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,3.940,*
1988,4,58,3,58.300,none,FB:N2,N140,140,1,Ln3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.890,*
1988,4,58,4,58.400,none,FB:N1,N70,70,1,Ln3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.140,*
1988,4,59,1,59.100,FYM,FB:N3,N210,210,1,Lc3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,7.840,*
1988,4,59,2,59.200,FYM,FB:N2,N140,140,1,Lc3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,7.650,*
1988,4,59,3,59.300,FYM,FB:N1,N70,70,1,Lc3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,7.520,*
1988,4,59,4,59.400,FYM,FB:N0,N0,0,0,Lc3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,5.960,*
1988,4,60,1,60.100,none,FB:N3,N210,210,1,Lc3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,7.190,*
1988,4,60,2,60.200,none,FB:N2,N140,140,1,Lc3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,7.420,*
1988,4,60,3,60.300,none,FB:N1,N70,70,1,Lc3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,7.270,*
1988,4,60,4,60.400,none,FB:N0,N0,0,0,Lc3,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,5.410,*
1988,4,61,1,61.100,FYM,FB:N0,N0,0,0,LLn8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,4.550,*
1988,4,61,2,61.200,FYM,FB:N1,N70,70,1,LLn8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.930,*
1988,4,61,3,61.300,FYM,FB:N3,N210,210,1,LLn8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,7.440,*
1988,4,61,4,61.400,FYM,FB:N2,N140,140,1,LLn8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,7.420,*
1988,4,62,1,62.100,none,FB:N3,N210,210,1,LLn8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,7.020,*
1988,4,62,2,62.200,none,FB:N0,N0,0,0,LLn8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,4.130,*
1988,4,62,3,62.300,none,FB:N1,N70,70,1,LLn8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.520,*
1988,4,62,4,62.400,none,FB:N2,N140,140,1,LLn8,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,7.490,*
1988,4,63,1,63.100,none,FB:N0,N0,0,0,AF,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,3.390,*
1988,4,63,2,63.200,none,FB:N3,N210,210,1,AF,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.320,*
1988,4,63,3,63.300,none,FB:N2,N140,140,1,AF,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.700,*
1988,4,63,4,63.400,none,FB:N1,N70,70,1,AF,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.930,*
1988,4,64,1,64.100,FYM,FB:N1,N70,70,1,AF,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.270,*
1988,4,64,2,64.200,FYM,FB:N2,N140,140,1,AF,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.550,*
1988,4,64,3,64.300,FYM,FB:N3,N210,210,1,AF,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,6.890,*
1988,4,64,4,64.400,FYM,FB:N0,N0,0,0,AF,62.400,1987-10-22,62.400,1987-10-22,0.000,*,Mercia,1987-10-23,1988-08-26,2.790,*
1989,2,17,1,17.100,none,FB:N1,N70,70,1,AB,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,3.200,*
1989,2,17,2,17.200,none,FB:N3,N210,210,1,AB,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,4.140,*
1989,2,17,3,17.300,none,FB:N2,N140,140,1,AB,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,4.580,*
1989,2,17,4,17.400,none,FB:N0,N0,0,0,AB,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,0.910,*
1989,2,18,1,18.100,FYM,FB:N2,N140,140,1,AB,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,4.580,*
1989,2,18,2,18.200,FYM,FB:N1,N70,70,1,AB,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,4.680,*
1989,2,18,3,18.300,FYM,FB:N0,N0,0,0,AB,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,1.420,*
1989,2,18,4,18.400,FYM,FB:N3,N210,210,1,AB,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.340,*
1989,2,19,1,19.100,none,FB:N3,N210,210,1,AF,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.800,*
1989,2,19,2,19.200,none,FB:N2,N140,140,1,AF,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.630,*
1989,2,19,3,19.300,none,FB:N0,N0,0,0,AF,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,2.990,*
1989,2,19,4,19.400,none,FB:N1,N70,70,1,AF,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.590,*
1989,2,20,1,20.100,FYM,FB:N0,N0,0,0,AF,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,2.610,*
1989,2,20,2,20.200,FYM,FB:N3,N210,210,1,AF,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.840,*
1989,2,20,3,20.300,FYM,FB:N2,N140,140,1,AF,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,4.710,*
1989,2,20,4,20.400,FYM,FB:N1,N70,70,1,AF,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,4.260,*
1989,2,23,1,23.100,none,FB:N0,N0,0,0,LLc8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,4.470,*
1989,2,23,2,23.200,none,FB:N3,N210,210,1,LLc8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.070,*
1989,2,23,3,23.300,none,FB:N2,N140,140,1,LLc8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,6.720,*
1989,2,23,4,23.400,none,FB:N1,N70,70,1,LLc8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,6.150,*
1989,2,24,1,24.100,FYM,FB:N1,N70,70,1,LLc8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,7.240,*
1989,2,24,2,24.200,FYM,FB:N0,N0,0,0,LLc8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.350,*
1989,2,24,3,24.300,FYM,FB:N3,N210,210,1,LLc8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.040,*
1989,2,24,4,24.400,FYM,FB:N2,N140,140,1,LLc8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,6.060,*
1989,2,25,1,25.100,FYM,FB:N1,N70,70,1,LLn8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.700,*
1989,2,25,2,25.200,FYM,FB:N0,N0,0,0,LLn8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,4.080,*
1989,2,25,3,25.300,FYM,FB:N2,N140,140,1,LLn8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.480,*
1989,2,25,4,25.400,FYM,FB:N3,N210,210,1,LLn8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.460,*
1989,2,26,1,26.100,none,FB:N3,N210,210,1,LLn8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,4.360,*
1989,2,26,2,26.200,none,FB:N0,N0,0,0,LLn8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,3.460,*
1989,2,26,3,26.300,none,FB:N1,N70,70,1,LLn8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.450,*
1989,2,26,4,26.400,none,FB:N2,N140,140,1,LLn8,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.650,*
1989,2,29,1,29.100,none,FB:N3,N210,210,1,Lc3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.640,*
1989,2,29,2,29.200,none,FB:N0,N0,0,0,Lc3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.830,*
1989,2,29,3,29.300,none,FB:N2,N140,140,1,Lc3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.800,*
1989,2,29,4,29.400,none,FB:N1,N70,70,1,Lc3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,6.220,*
1989,2,30,1,30.100,FYM,FB:N3,N210,210,1,Lc3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.980,*
1989,2,30,2,30.200,FYM,FB:N2,N140,140,1,Lc3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,6.440,*
1989,2,30,3,30.300,FYM,FB:N1,N70,70,1,Lc3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,6.340,*
1989,2,30,4,30.400,FYM,FB:N0,N0,0,0,Lc3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.070,*
1989,2,31,1,31.100,none,FB:N0,N0,0,0,Ln3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,4.230,*
1989,2,31,2,31.200,none,FB:N2,N140,140,1,Ln3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,7.040,*
1989,2,31,3,31.300,none,FB:N3,N210,210,1,Ln3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,6.230,*
1989,2,31,4,31.400,none,FB:N1,N70,70,1,Ln3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.310,*
1989,2,32,1,32.100,FYM,FB:N1,N70,70,1,Ln3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,6.570,*
1989,2,32,2,32.200,FYM,FB:N2,N140,140,1,Ln3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.160,*
1989,2,32,3,32.300,FYM,FB:N0,N0,0,0,Ln3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,3.860,*
1989,2,32,4,32.400,FYM,FB:N3,N210,210,1,Ln3,62.400,1988-10-31,62.400,1988-10-31,0.000,*,Mercia,1988-10-31,1989-08-07,5.840,*
1990,1,1,1,1.100,FYM,FB:N0,N0,0,0,AB,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,1.090,*
1990,1,1,2,1.200,FYM,FB:N3,N210,210,1,AB,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,6.340,*
1990,1,1,3,1.300,FYM,FB:N1,N70,70,1,AB,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,3.780,*
1990,1,1,4,1.400,FYM,FB:N2,N140,140,1,AB,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,5.860,*
1990,1,2,1,2.100,none,FB:N0,N0,0,0,AB,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,1.840,*
1990,1,2,2,2.200,none,FB:N3,N210,210,1,AB,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,6.320,*
1990,1,2,3,2.300,none,FB:N1,N70,70,1,AB,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,6.090,*
1990,1,2,4,2.400,none,FB:N2,N140,140,1,AB,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,5.790,*
1990,1,3,1,3.100,none,FB:N0,N0,0,0,Lc3,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,3.440,*
1990,1,3,2,3.200,none,FB:N3,N210,210,1,Lc3,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,7.020,*
1990,1,3,3,3.300,none,FB:N1,N70,70,1,Lc3,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,6.440,*
1990,1,3,4,3.400,none,FB:N2,N140,140,1,Lc3,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,7.560,*
1990,1,4,1,4.100,FYM,FB:N3,N210,210,1,Lc3,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,5.820,*
1990,1,4,2,4.200,FYM,FB:N0,N0,0,0,Lc3,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,3.740,*
1990,1,4,3,4.300,FYM,FB:N2,N140,140,1,Lc3,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,6.850,*
1990,1,4,4,4.400,FYM,FB:N1,N70,70,1,Lc3,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,5.690,*
1990,1,5,1,5.100,FYM,FB:N0,N0,0,0,AF,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,1.550,*
1990,1,5,2,5.200,FYM,FB:N3,N210,210,1,AF,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,4.010,*
1990,1,5,3,5.300,FYM,FB:N1,N70,70,1,AF,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,5.560,*
1990,1,5,4,5.400,FYM,FB:N2,N140,140,1,AF,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,6.830,*
1990,1,6,1,6.100,none,FB:N2,N140,140,1,AF,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,5.770,*
1990,1,6,2,6.200,none,FB:N1,N70,70,1,AF,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,5.890,*
1990,1,6,3,6.300,none,FB:N0,N0,0,0,AF,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,1.210,*
1990,1,6,4,6.400,none,FB:N3,N210,210,1,AF,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,6.340,*
1990,1,7,1,7.100,none,FB:N0,N0,0,0,LLc8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,3.420,*
1990,1,7,2,7.200,none,FB:N3,N210,210,1,LLc8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,7.080,*
1990,1,7,3,7.300,none,FB:N2,N140,140,1,LLc8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,6.920,*
1990,1,7,4,7.400,none,FB:N1,N70,70,1,LLc8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,7.040,*
1990,1,8,1,8.100,FYM,FB:N3,N210,210,1,LLc8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,6.910,*
1990,1,8,2,8.200,FYM,FB:N0,N0,0,0,LLc8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,3.210,*
1990,1,8,3,8.300,FYM,FB:N2,N140,140,1,LLc8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,6.380,*
1990,1,8,4,8.400,FYM,FB:N1,N70,70,1,LLc8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,5.990,*
1990,1,11,1,11.100,FYM,FB:N3,N210,210,1,LLn8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,6.150,*
1990,1,11,2,11.200,FYM,FB:N0,N0,0,0,LLn8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,3.170,*
1990,1,11,3,11.300,FYM,FB:N1,N70,70,1,LLn8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,6.120,*
1990,1,11,4,11.400,FYM,FB:N2,N140,140,1,LLn8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,4.590,*
1990,1,12,1,12.100,none,FB:N3,N210,210,1,LLn8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,4.350,*
1990,1,12,2,12.200,none,FB:N0,N0,0,0,LLn8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,2.070,*
1990,1,12,3,12.300,none,FB:N1,N70,70,1,LLn8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,5.470,*
1990,1,12,4,12.400,none,FB:N2,N140,140,1,LLn8,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,5.560,*
1990,1,13,1,13.100,FYM,FB:N3,N210,210,1,Ln3,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,5.830,*
1990,1,13,2,13.200,FYM,FB:N0,N0,0,0,Ln3,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,1.790,*
1990,1,13,3,13.300,FYM,FB:N1,N70,70,1,Ln3,62.400,1989-09-19,62.400,1989-09-19,0.000,*,Mercia,1989-09-26,1990-08-07,5.180,*
