year,block,main_plot,sub_plot,rotation_factor_level_code,n_or_c_treatment,phase_number,test_or_treatment_crop,crop_name,crop_code,crop_variety,note_id
1949,1,1,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,1,2,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,1,3,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,1,4,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,1,5,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,1,6,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,1,7,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1949,1,8,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1949,1,9,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,1,10,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,2,11,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1949,2,12,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1949,2,13,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1949,2,14,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1949,2,15,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,3
1949,2,16,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,3
1949,2,17,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1949,2,18,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1949,2,19,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Provence,*
1949,2,20,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Provence,*
1949,3,21,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,3,22,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,3,23,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,3,24,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,3,25,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,3,26,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,3,27,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,3,28,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,3,29,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1949,3,30,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1949,4,31,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1949,4,32,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1949,4,33,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Provence,*
1949,4,34,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Provence,*
1949,4,35,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1949,4,36,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1949,4,37,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1949,4,38,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1949,4,39,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,3
1949,4,40,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,3
1949,5,41,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,5,42,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,5,43,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,5,44,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,5,45,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,5,46,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,5,47,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,5,48,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,5,49,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,5,50,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,6,51,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,6,52,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,6,53,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,6,54,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,6,55,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,6,56,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,6,57,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,6,58,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,6,59,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,6,60,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,7,61,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,7,62,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,7,63,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,7,64,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,7,65,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,7,66,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,7,67,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,7,68,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,7,69,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,7,70,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,8,71,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,8,72,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,8,73,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,8,74,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,8,75,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,8,76,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,8,77,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,8,78,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,8,79,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,8,80,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,9,81,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,9,82,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,9,83,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,9,84,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,9,85,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,9,86,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,9,87,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,9,88,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,9,89,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,9,90,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,10,91,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,10,92,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,10,93,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,10,94,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,10,95,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,10,96,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,10,97,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,10,98,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,10,99,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,10,100,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,11,101,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,11,102,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,11,103,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,11,104,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,11,105,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,11,106,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,11,107,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,11,108,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,11,109,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,11,110,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,12,111,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,12,112,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,12,113,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,12,114,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,12,115,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,12,116,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,12,117,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,12,118,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,12,119,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1949,12,120,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,1,1,*,L,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,1,2,*,L,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,1,3,*,A,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,1,4,*,A,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,1,5,*,Lu,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,1,6,*,Lu,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,1,7,*,R,*,5,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,1,8,*,R,*,5,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,1,9,*,Cg,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,1,10,*,Cg,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,2,11,*,Cg,*,2,2nd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1950,2,12,*,Cg,*,2,2nd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1950,2,13,*,R,*,2,2nd treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,2,14,*,R,*,2,2nd treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,2,15,*,A,*,2,2nd treatment crop,Potatoes,P,Majestic,*
1950,2,16,*,A,*,2,2nd treatment crop,Potatoes,P,Majestic,*
1950,2,17,*,L,*,2,2nd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1950,2,18,*,L,*,2,2nd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1950,2,19,*,Lu,*,2,2nd treatment crop,Lucerne,Lu,Du Puits,*
1950,2,20,*,Lu,*,2,2nd treatment crop,Lucerne,Lu,Du Puits,*
1950,3,21,*,Lu,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,3,22,*,Lu,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,3,23,*,Cg,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,3,24,*,Cg,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,3,25,*,A,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,3,26,*,A,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,3,27,*,L,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,3,28,*,L,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,3,29,*,R,*,5,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,3,30,*,R,*,5,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,4,31,*,Cg,*,2,2nd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1950,4,32,*,Cg,*,2,2nd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1950,4,33,*,Lu,*,2,2nd treatment crop,Lucerne,Lu,Du Puits,*
1950,4,34,*,Lu,*,2,2nd treatment crop,Lucerne,Lu,Du Puits,*
1950,4,35,*,L,*,2,2nd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1950,4,36,*,L,*,2,2nd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1950,4,37,*,R,*,2,2nd treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,4,38,*,R,*,2,2nd treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,4,39,*,A,*,2,2nd treatment crop,Potatoes,P,Majestic,*
1950,4,40,*,A,*,2,2nd treatment crop,Potatoes,P,Majestic,*
1950,5,41,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Du Puits,*
1950,5,42,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Du Puits,*
1950,5,43,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1950,5,44,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1950,5,45,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1950,5,46,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1950,5,47,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,5,48,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,5,49,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,3
1950,5,50,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,3
1950,6,51,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,6,52,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,6,53,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,6,54,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,6,55,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,6,56,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,6,57,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,6,58,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,6,59,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,6,60,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,7,61,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1950,7,62,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1950,7,63,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1950,7,64,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1950,7,65,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Du Puits,*
1950,7,66,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Du Puits,*
1950,7,67,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,7,68,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,7,69,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,3
1950,7,70,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,3
1950,8,71,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,8,72,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,8,73,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,8,74,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,8,75,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,8,76,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,8,77,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,8,78,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,8,79,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,8,80,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,9,81,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,9,82,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1950,9,83,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,9,84,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,9,85,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,9,86,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,9,87,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,9,88,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,9,89,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,9,90,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,10,91,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,10,92,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,10,93,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,10,94,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,10,95,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,10,96,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,10,97,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,10,98,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,10,99,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,10,100,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,11,101,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,11,102,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,11,103,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,11,104,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,11,105,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,11,106,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,11,107,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,11,108,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,11,109,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,11,110,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,12,111,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,12,112,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,12,113,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,12,114,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,12,115,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,12,116,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,12,117,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,12,118,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,12,119,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1950,12,120,*,B,*,Pre-experiment,Pre-experiment,Barley,B,Unknown,*
1951,1,1,*,L,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,1,2,*,L,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,1,3,*,A,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,1,4,*,A,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,1,5,*,Lu,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,1,6,*,Lu,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,1,7,*,R,*,6,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1951,1,8,*,R,*,6,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1951,1,9,*,Cg,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,1,10,*,Cg,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,2,11,*,Cg,*,3,3rd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1951,2,12,*,Cg,*,3,3rd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1951,2,13,*,R,*,3,3rd treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1951,2,14,*,R,*,3,3rd treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1951,2,15,*,A,*,3,3rd treatment crop,Barley,B,Plumage Archer,*
1951,2,16,*,A,*,3,3rd treatment crop,Barley,B,Plumage Archer,*
1951,2,17,*,L,*,3,3rd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1951,2,18,*,L,*,3,3rd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1951,2,19,*,Lu,*,3,3rd treatment crop,Lucerne,Lu,Du Puits,*
1951,2,20,*,Lu,*,3,3rd treatment crop,Lucerne,Lu,Du Puits,*
1951,3,21,*,Lu,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,3,22,*,Lu,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,3,23,*,Cg,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,3,24,*,Cg,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,3,25,*,A,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,3,26,*,A,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,3,27,*,L,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,3,28,*,L,*,6,Initialising phase,Barley,B,Plumage Archer,*
1951,3,29,*,R,*,6,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1951,3,30,*,R,*,6,Initialising phase,Reseeded grass/clover,R,Reseeded grass seed mix,3
1951,4,31,*,Cg,*,3,3rd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1951,4,32,*,Cg,*,3,3rd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1951,4,33,*,Lu,*,3,3rd treatment crop,Lucerne,Lu,Du Puits,*
1951,4,34,*,Lu,*,3,3rd treatment crop,Lucerne,Lu,Du Puits,*
1951,4,35,*,L,*,3,3rd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1951,4,36,*,L,*,3,3rd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1951,4,37,*,R,*,3,3rd treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1951,4,38,*,R,*,3,3rd treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1951,4,39,*,A,*,3,3rd treatment crop,Barley,B,Plumage Archer,*
1951,4,40,*,A,*,3,3rd treatment crop,Barley,B,Plumage Archer,*
1951,5,41,*,Lu,*,2,2nd treatment crop,Lucerne,Lu,Du Puits,*
1951,5,42,*,Lu,*,2,2nd treatment crop,Lucerne,Lu,Du Puits,*
1951,5,43,*,L,*,2,2nd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1951,5,44,*,L,*,2,2nd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1951,5,45,*,Cg,*,2,2nd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1951,5,46,*,Cg,*,2,2nd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1951,5,47,*,R,*,2,2nd treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1951,5,48,*,R,*,2,2nd treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1951,5,49,*,A,*,2,2nd treatment crop,Potatoes,P,Majestic,*
1951,5,50,*,A,*,2,2nd treatment crop,Potatoes,P,Majestic,*
1951,6,51,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Du Puits,*
1951,6,52,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Du Puits,*
1951,6,53,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1951,6,54,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1951,6,55,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1951,6,56,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1951,6,57,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1951,6,58,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1951,6,59,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,3
1951,6,60,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,3
1951,7,61,*,L,*,2,2nd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1951,7,62,*,L,*,2,2nd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,3
1951,7,63,*,Cg,*,2,2nd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1951,7,64,*,Cg,*,2,2nd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,3
1951,7,65,*,Lu,*,2,2nd treatment crop,Lucerne,Lu,Du Puits,*
1951,7,66,*,Lu,*,2,2nd treatment crop,Lucerne,Lu,Du Puits,*
1951,7,67,*,R,*,2,2nd treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1951,7,68,*,R,*,2,2nd treatment crop,Reseeded grass/clover,R,Reseeded grass seed mix,3
1951,7,69,*,A,*,2,2nd treatment crop,Potatoes,P,Majestic,*
1951,7,70,*,A,*,2,2nd treatment crop,Potatoes,P,Majestic,*
1951,8,71,*,Cg,*,5,Initialising phase,Potatoes,P,Majestic,*
1951,8,72,*,Cg,*,5,Initialising phase,Potatoes,P,Majestic,*
1951,8,73,*,L,*,5,Initialising phase,Potatoes,P,Majestic,*
