site,plot_id,plot,split_plot,sub_plot,year_of_split,subsequent_plots_1,year_of_split_1,subsequent_plots_2,year_of_split_2,harvest_year,treatments,n_factor_level,n_rate,p_factor_level,p_rate,k_factor_level,k_rate,mg_factor_level,mg_rate,na_factor_level,na_rate,si_factor_level,si_rate,liming_factor_level,liming_rate,fym_factor_level,fym_rate,fm_factor_level,fm_n_rate,start_cut_1,end_cut_1,start_cart_1,end_cart_1,harvest_area_cut_1,yield_dry_matter_cut_1,yield_dry_matter_cut_1_forage_harvester,start_cut_2,end_cut_2,start_cart_cut_2,end_cart_cut_2,harvest_area_cut_2,yield_dry_matter_cut_2,note_id
Rothamsted,3L,3,*,L,1903.000,3a 3b,1965,*,*,1956,Nil,0,0,0,0,0,0,0,0,0,0,0,0,L,4.000,0,0,0,0,1956-07-11,1956-07-12,1956-07-23,1956-07-24,0.050,0.693,*,1956-11-19,1956-11-20,1956-11-21,1956-11-23,0.050,0.296,1
Rothamsted,3L,3,*,L,1903.000,3a 3b,1965,*,*,1957,Nil,0,0,0,0,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1957-06-18,1957-06-19,1957-06-21,1957-06-21,0.050,1.244,*,1957-09-24,1957-09-26,1957-09-26,1957-09-27,0.050,0.678,1
Rothamsted,3L,3,*,L,1903.000,3a 3b,1965,*,*,1958,Nil,0,0,0,0,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1958-07-07,1958-07-08,1958-07-11,1958-07-11,0.050,1.743,*,1958-12-22,1959-01-01,1958-12-22,1959-01-01,0.050,1.987,1
Rothamsted,3L,3,*,L,1903.000,3a 3b,1965,*,*,1959,Nil,0,0,0,0,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1959-06-15,1959-06-16,1959-06-18,1959-06-18,0.050,1.467,*,1959-09-14,1959-09-19,*,*,0.008,1.941,1
Rothamsted,3L,3,*,L,1903.000,3a 3b,1965,*,*,1960,Nil,0,0,0,0,0,0,0,0,0,0,0,0,L,4.000,0,0,0,0,1960-06-16,1960-06-16,*,*,0.008,0.662,1.699,1960-10-12,1960-10-12,*,*,0.008,1.242,"1, 6"
Rothamsted,3L,3,*,L,1903.000,3a 3b,1965,*,*,1961,Nil,0,0,0,0,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1961-06-20,1961-06-20,*,*,0.008,1.548,2.833,1961-09-21,1961-09-22,*,*,0.008,0.645,"1, 6"
Rothamsted,3L,3,*,L,1903.000,3a 3b,1965,*,*,1962,Nil,0,0,0,0,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1962-06-13,1962-06-13,*,*,0.008,0.564,1.543,1962-10-03,1962-10-03,*,*,0.008,1.313,"1, 6"
Rothamsted,3L,3,*,L,1903.000,3a 3b,1965,*,*,1963,Nil,0,0,0,0,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1963-06-27,1963-06-27,*,*,0.008,1.087,2.290,1963-10-01,1963-10-02,*,*,0.008,1.283,"1, 6"
Rothamsted,3L,3,*,L,1903.000,3a 3b,1965,*,*,1964,Nil,0,0,0,0,0,0,0,0,0,0,0,0,L,4.000,0,0,0,0,1964-06-26,1964-06-30,*,*,0.008,1.130,2.344,*,*,*,*,*,*,"1, 6, 7"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1903,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1903-07-02,1903-07-02,1903-07-03,1903-07-03,0.050,1.058,*,1903-09-30,1903-10-02,1903-10-17,1903-10-17,0.099,0.332,"1,8 "
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1904,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1904-06-30,1904-06-30,1904-07-04,1904-07-04,0.050,2.136,*,1904-10-24,1904-10-25,1904-10-27,1904-10-27,0.099,0.205,"1,8 "
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1905,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1905-07-08,1905-07-08,1905-07-13,1905-07-13,0.050,1.611,*,1905-09-25,1905-09-26,1905-10-03,1905-10-03,0.099,0.213,"1,8 "
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1906,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1906-07-04,1906-07-05,1906-07-07,1906-07-07,0.050,1.199,*,*,*,*,*,*,*,"1, 7, 8"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1907,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1907-07-15,1907-07-15,1907-07-18,1907-07-18,0.050,2.232,*,1907-10-05,1907-10-07,1907-10-28,1907-10-28,0.099,0.180,"1,8 "
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1908,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1908-06-23,1908-06-23,1908-06-26,1908-06-26,0.050,0.930,*,1908-09-29,1908-09-29,1908-10-02,1908-10-02,0.099,0.232,"1,8 "
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1909,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1909-07-02,1909-07-02,1909-07-09,1909-07-09,0.050,0.587,*,1909-10-29,1909-10-30,1909-11-01,1909-11-01,0.099,0.128,"1,8 "
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1910,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1910-06-22,1910-06-24,1910-07-12,1910-07-12,0.050,0.737,*,1910-11-15,1910-11-17,1910-11-19,1910-11-19,0.099,0.241,"1,8 "
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1911,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1911-06-30,1911-07-01,1911-07-05,1911-07-05,0.050,2.094,*,*,*,*,*,*,*,"1, 7, 8"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1912,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1912-06-19,1912-06-19,1912-06-24,1912-06-24,0.050,0.750,*,1912-09-10,1912-09-11,1912-09-21,1912-09-21,0.099,0.249,"1,8 "
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1913,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1913-06-23,1913-06-23,1913-06-28,1913-06-28,0.050,1.243,*,1913-09-11,1913-09-12,1913-09-18,1913-09-18,0.099,0.056,"1,8 "
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1914,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1914-06-23,1914-06-24,1914-06-25,1914-06-26,0.050,0.993,*,*,*,*,*,*,*,"1, 7, 8"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1915,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1915-06-22,1915-06-22,1915-06-23,1915-06-23,0.050,0.399,*,1915-09-17,1915-09-17,1915-09-21,1915-09-21,0.050,1.112,"1,8 "
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1916,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1916-06-21,1916-06-21,1916-07-03,1916-07-03,0.050,0.644,*,1916-03-09,1916-03-13,1916-03-14,1916-03-14,0.099,0.036,"1,8 "
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1917,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1917-07-06,1917-07-11,1917-07-13,1917-07-13,0.050,1.051,*,1917-12-07,1917-12-18,1917-12-27,1917-12-27,0.099,0.118,"1,8 "
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1918,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1918-06-26,1918-06-26,1918-07-03,1918-07-04,0.050,1.485,*,1918-09-17,1918-09-17,1918-09-25,1918-09-25,0.050,0.279,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1919,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1919-06-17,1919-06-17,1919-06-18,1919-06-18,0.050,0.363,*,1919-09-23,1919-09-24,1919-09-29,1919-09-29,0.050,0.335,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1920,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1920-06-24,1920-06-24,1920-06-25,1920-06-26,0.050,1.280,*,1920-09-10,1920-09-11,1920-09-27,1920-09-27,0.050,0.326,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1921,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1921-06-25,1921-06-25,1921-06-27,1921-06-27,0.050,0.815,*,*,*,*,*,*,*,"1, 7"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1922,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1922-06-27,1922-06-27,1922-07-01,1922-07-01,0.050,1.067,*,1922-10-07,1922-10-07,1922-10-16,1922-10-16,0.050,1.132,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1923,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1923-06-18,1923-06-18,1923-06-23,1923-06-23,0.050,1.305,*,1923-12-20,1923-01-12,1923-01-17,1923-01-17,0.050,0.109,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1924,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1924-06-25,1924-06-25,1924-06-28,1924-06-28,0.050,1.551,*,*,*,*,*,*,*,"1, 7"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1925,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1925-06-13,1925-06-13,1925-06-16,1925-06-16,0.050,1.257,*,1925-09-11,1925-09-11,1925-09-17,1925-09-17,0.050,0.976,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1926,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1926-06-24,1926-06-24,1926-06-30,1926-06-30,0.050,1.150,*,1926-09-09,1926-09-09,1926-09-15,1926-09-15,0.050,0.905,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1927,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1927-07-05,1927-07-06,1927-07-18,1927-07-19,0.050,0.388,*,1927-09-16,1927-09-20,1927-09-22,1927-09-24,0.050,0.551,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1928,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1928-06-25,1928-06-27,1928-07-02,1928-07-02,0.050,0.832,*,1928-09-27,1928-09-28,1928-10-05,1928-10-06,0.050,0.211,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1929,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1929-07-05,1929-07-06,1929-07-10,1929-07-11,0.050,0.600,*,1929-10-08,1929-10-09,1929-10-10,1929-10-10,0.050,0.030,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1930,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1930-06-26,1930-06-28,1930-07-02,1930-07-04,0.050,2.087,*,1930-10-17,1930-10-21,1930-10-22,1930-10-24,0.050,0.630,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1931,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1931-06-25,1931-06-27,1931-06-30,1931-07-01,0.050,1.226,*,1931-11-10,1931-11-13,1931-11-13,1931-11-13,0.050,0.610,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1932,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1932-06-23,1932-06-24,1932-06-28,1932-07-04,0.050,1.678,*,1932-09-12,1932-09-14,1932-09-22,1932-09-28,0.050,1.032,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1933,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1933-06-20,1933-06-22,1933-06-27,1933-06-29,0.050,0.753,*,*,*,*,*,*,*,"1, 7"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1934,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1934-06-26,1934-06-28,1934-07-03,1934-07-05,0.050,1.340,*,*,*,*,*,*,*,"1, 7"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1935,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1935-06-24,1935-06-26,1935-07-01,1935-07-03,0.050,1.188,*,1935-09-23,1935-09-26,1935-10-02,1935-10-07,0.050,0.197,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1936,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1936-06-24,1936-06-26,1936-07-06,1936-07-07,0.050,0.593,*,1936-10-13,1936-10-16,1936-11-11,1936-11-16,0.050,0.352,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1937,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1937-06-10,1937-06-12,1937-06-19,1937-06-22,0.050,1.093,*,1937-10-15,1937-10-18,1937-11-12,1937-11-13,0.050,0.601,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1938,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1938-06-23,1938-06-24,1938-06-30,1938-07-04,0.050,0.346,*,1938-10-31,1938-11-02,1938-11-07,1938-11-08,0.050,0.062,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1939,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1939-06-29,1939-07-01,1939-07-05,1939-07-11,0.050,1.120,*,1939-09-26,1939-09-28,1939-10-03,1939-10-13,0.050,0.987,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1940,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1940-06-18,1940-06-20,1940-06-21,1940-06-25,0.050,1.214,*,*,*,*,*,*,*,"1, 7"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1941,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1941-06-23,1941-06-25,1931-06-27,1931-06-30,0.050,0.851,*,1941-09-26,1941-10-01,1941-10-21,1941-10-28,0.050,0.712,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1942,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1942-06-08,1942-06-10,1942-06-17,1942-06-18,0.050,0.258,*,1942-09-18,1942-09-19,1942-10-19,1942-11-22,0.050,0.064,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1943,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1943-06-17,1943-06-21,1943-06-23,1943-06-25,0.050,1.026,*,*,*,*,*,*,*,"1, 7"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1944,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1944-06-20,1944-06-21,1944-06-22,1944-06-24,0.050,0.345,*,*,*,*,*,*,*,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1945,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1945-06-18,1945-06-19,1945-06-20,1945-06-23,0.050,1.143,*,*,*,*,*,*,*,"1, 7"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1946,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1946-06-20,1946-06-22,1946-06-25,1946-06-28,0.050,1.176,*,1946-12-02,1946-12-24,1946-12-03,1946-12-24,0.050,0.362,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1947,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1947-06-12,1947-06-13,1947-06-16,1947-06-23,0.050,1.524,*,1947-09-01,1947-09-02,1947-09-03,1947-09-03,0.050,0.133,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1948,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1948-06-16,1948-06-18,1948-06-19,1948-06-26,0.050,1.119,*,1948-10-07,1948-10-09,1948-10-18,1948-10-21,0.050,0.910,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1949,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1949-06-20,1949-06-21,1949-06-21,1949-06-26,0.050,0.622,*,*,*,*,*,*,*,"1, 7"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1950,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1950-06-13,1950-06-15,1950-06-19,1950-06-24,0.050,0.891,*,1950-09-13,1950-09-14,1950-09-22,1950-09-25,0.050,0.789,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1951,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1951-06-21,1951-06-23,1951-06-29,1951-07-02,0.050,0.998,*,1951-10-02,1951-10-05,1951-10-03,1951-10-08,0.050,0.792,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1952,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1952-06-19,1952-06-23,1952-06-23,1952-06-27,0.050,1.581,*,1952-09-22,1952-09-23,1952-09-22,1952-09-23,0.050,0.369,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1953,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1953-07-21,1953-07-23,1953-07-28,1953-08-04,0.050,1.634,*,*,*,*,*,*,*,"1, 7"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1954,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1954-06-24,1954-06-26,1954-07-09,1954-07-09,0.050,0.989,*,1954-11-11,1954-11-16,1954-11-19,1954-11-22,0.050,0.572,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1955,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1955-06-28,1955-06-30,1955-07-05,1955-07-08,0.050,1.106,*,1955-09-15,1955-09-20,1955-09-15,1955-09-20,0.050,0.124,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1956,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1956-07-11,1956-07-12,1956-07-23,1956-07-24,0.050,0.691,*,1956-11-19,1956-11-20,1956-11-21,1956-11-23,0.050,0.607,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1957,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1957-06-18,1957-06-19,1957-06-21,1957-06-21,0.050,0.598,*,1957-09-24,1957-09-26,1957-09-26,1957-09-27,0.050,0.561,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1958,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1958-07-07,1958-07-08,1958-07-11,1958-07-11,0.050,1.214,*,1958-12-22,1959-01-01,1958-12-22,1959-01-01,0.050,1.987,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1959,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1959-06-15,1959-06-16,1959-06-18,1959-06-18,0.050,0.516,*,1959-09-14,1959-09-19,*,*,0.007,1.428,1
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1960,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1960-06-16,1960-06-16,*,*,0.007,0.573,1.557,1960-10-12,1960-10-12,*,*,0.007,1.237,"1, 6"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1961,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1961-06-20,1961-06-20,*,*,0.007,0.476,1.393,1961-09-21,1961-09-22,*,*,0.007,0.439,"1, 6"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1962,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1962-06-13,1962-06-13,*,*,0.007,0.372,1.201,1962-10-03,1962-10-03,*,*,0.007,1.241,"1, 6"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1963,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1963-06-27,1963-06-27,*,*,0.007,0.498,1.431,1963-10-01,1963-10-02,*,*,0.007,1.300,"1, 6"
Rothamsted,3U,3,*,U,1903.000,3c 3d,1965,*,*,1964,Nil,0,0,0,0,0,0,0,0,0,0,0,0,U,0.000,0,0,0,0,1964-06-26,1964-06-30,*,*,0.007,0.524,1.477,*,*,*,*,*,*,"1, 6, 7"
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1903,P,0,0,P,35,0,0,0,0,0,0,0,0,L,4.000,0,0,0,0,1903-07-02,1903-07-02,1903-07-03,1903-07-03,0.050,2.368,*,1903-09-30,1903-10-02,1903-10-17,1903-10-17,0.099,0.387,"1,8 "
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1904,P,0,0,P,35,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1904-06-30,1904-06-30,1904-07-04,1904-07-04,0.050,3.169,*,1904-10-24,1904-10-25,1904-10-27,1904-10-27,0.099,0.205,"1,8 "
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1905,P,0,0,P,35,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1905-07-08,1905-07-08,1905-07-13,1905-07-13,0.099,2.042,*,1905-09-25,1905-09-26,1905-10-03,1905-10-03,0.099,0.198,"1, 8, 9"
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1906,P,0,0,P,35,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1906-07-04,1906-07-05,1906-07-07,1906-07-07,0.099,1.394,*,*,*,*,*,*,*,"1, 7, 8, 9"
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1907,P,0,0,P,35,0,0,0,0,0,0,0,0,L,4.000,0,0,0,0,1907-07-15,1907-07-15,1907-07-18,1907-07-18,0.099,2.540,*,1907-10-05,1907-10-07,1907-10-28,1907-10-28,0.099,0.200,"1, 8, 9"
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1908,P,0,0,P,35,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1908-06-23,1908-06-23,1908-06-26,1908-06-26,0.050,1.414,*,1908-09-29,1908-09-29,1908-10-02,1908-10-02,0.099,0.152,"1, 8, 9"
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1909,P,0,0,P,35,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1909-07-02,1909-07-02,1909-07-09,1909-07-09,0.050,0.815,*,1909-10-29,1909-10-30,1909-11-01,1909-11-01,0.099,0.316,"1,8 "
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1910,P,0,0,P,35,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1910-06-22,1910-06-24,1910-07-12,1910-07-12,0.050,1.033,*,1910-11-15,1910-11-17,1910-11-19,1910-11-19,0.099,0.258,"1,8 "
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1911,P,0,0,P,35,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1911-06-30,1911-07-01,1911-07-05,1911-07-05,0.050,1.685,*,*,*,*,*,*,*,"1, 7, 8"
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1912,P,0,0,P,35,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1912-06-19,1912-06-19,1912-06-24,1912-06-24,0.050,0.668,*,1912-09-10,1912-09-11,1912-09-21,1912-09-21,0.099,0.456,"1,8 "
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1913,P,0,0,P,35,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1913-06-23,1913-06-23,1913-06-28,1913-06-28,0.050,1.757,*,1913-09-11,1913-09-12,1913-09-18,1913-09-18,0.099,0.062,"1,8 "
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1914,P,0,0,P,35,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1914-06-23,1914-06-24,1914-06-25,1914-06-26,0.050,0.947,*,*,*,*,*,*,*,"1, 7, 8"
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1915,P,0,0,P,35,0,0,0,0,0,0,0,0,L,4.000,0,0,0,0,1915-06-22,1915-06-22,1915-06-23,1915-06-23,0.050,0.337,*,1915-09-17,1915-09-17,1915-09-21,1915-09-21,0.050,1.364,"1,8 "
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1916,P,0,0,P,35,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1916-06-21,1916-06-21,1916-07-03,1916-07-03,0.050,0.917,*,1916-03-09,1916-03-13,1916-03-14,1916-03-14,0.099,0.039,"1,8 "
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1917,P,0,0,P,35,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1917-07-06,1917-07-11,1917-07-13,1917-07-13,0.050,1.566,*,1917-12-07,1917-12-18,1917-12-27,1917-12-27,0.099,0.270,"1,8 "
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1918,P,0,0,P,35,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1918-06-26,1918-06-26,1918-07-03,1918-07-04,0.050,1.842,*,1918-09-17,1918-09-17,1918-09-25,1918-09-25,0.050,0.343,1
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1919,P,0,0,P,35,0,0,0,0,0,0,0,0,L,0.000,0,0,0,0,1919-06-17,1919-06-17,1919-06-18,1919-06-18,0.047,0.607,*,1919-09-23,1919-09-24,1919-09-29,1919-09-29,0.050,0.175,1
Rothamsted,4-1L,4,1.000,L,1903.000,4-1a 4-1b,1965,*,*,1920,P,0,0,P,35,0,0,0,0,0,0,0,0,L,5.000,0,0,0,0,1920-06-24,1920-06-24,1920-06-25,1920-06-26,0.050,2.021,*,1920-09-10,1920-09-11,1920-09-27,1920-09-27,0.050,0.498,1
