site,plot_id,plot,split_plot,sub_plot,year_of_split,subsequent_plots_1,year_of_split_1,subsequent_plots_2,year_of_split_2,harvest_year,treatments,n_factor_level,n_rate,p_factor_level,p_rate,k_factor_level,k_rate,mg_factor_level,mg_rate,na_factor_level,na_rate,si_factor_level,si_rate,liming_factor_level,liming_rate,fym_factor_level,fym_rate,fm_factor_level,fm_n_rate,start_cut_1,end_cut_1,start_cart_1,end_cart_1,harvest_area_cut_1,yield_dry_matter_cut_1,yield_dry_matter_cut_1_forage_harvester,start_cut_2,end_cut_2,start_cart_cut_2,end_cart_cut_2,harvest_area_cut_2,yield_dry_matter_cut_2,note_id
Rothamsted,9U,9,*,U,1903.000,9c 9d,1965,9-1c 9-1d & 9-2c 9-2d,1990.000,1956,N2+PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1956-07-11,1956-07-12,1956-07-23,1956-07-24,0.099,3.361,*,1956-11-19,1956-11-20,1956-11-21,1956-11-23,0.099,1.825,1
Rothamsted,9U,9,*,U,1903.000,9c 9d,1965,9-1c 9-1d & 9-2c 9-2d,1990.000,1957,N2+PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1957-06-18,1957-06-19,1957-06-21,1957-06-21,0.099,4.341,*,1957-09-24,1957-09-26,1957-09-26,1957-09-27,0.099,1.324,1
Rothamsted,9U,9,*,U,1903.000,9c 9d,1965,9-1c 9-1d & 9-2c 9-2d,1990.000,1958,N2+PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1958-07-07,1958-07-08,1958-07-11,1958-07-11,0.099,3.826,*,1958-12-22,1959-01-01,1958-12-22,1959-01-01,0.099,2.518,1
Rothamsted,9U,9,*,U,1903.000,9c 9d,1965,9-1c 9-1d & 9-2c 9-2d,1990.000,1959,N2+PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1959-06-15,1959-06-16,1959-06-18,1959-06-18,0.099,1.534,*,1959-09-14,1959-09-19,*,*,0.016,2.981,1
Rothamsted,9U,9,*,U,1903.000,9c 9d,1965,9-1c 9-1d & 9-2c 9-2d,1990.000,1960,N2+PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1960-06-16,1960-06-16,*,*,0.015,4.404,5.314,1960-10-12,1960-10-12,*,*,0.015,2.069,"1, 6"
Rothamsted,9U,9,*,U,1903.000,9c 9d,1965,9-1c 9-1d & 9-2c 9-2d,1990.000,1961,N2+PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1961-06-20,1961-06-20,*,*,0.015,4.583,5.443,1961-09-21,1961-09-22,*,*,0.015,0.912,"1, 6"
Rothamsted,9U,9,*,U,1903.000,9c 9d,1965,9-1c 9-1d & 9-2c 9-2d,1990.000,1962,N2+PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1962-06-13,1962-06-13,*,*,0.015,2.877,4.113,1962-10-03,1962-10-03,*,*,0.015,2.199,"1, 6"
Rothamsted,9U,9,*,U,1903.000,9c 9d,1965,9-1c 9-1d & 9-2c 9-2d,1990.000,1963,N2+PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1963-06-27,1963-06-27,*,*,0.015,3.497,4.625,1963-10-01,1963-10-02,*,*,0.015,1.578,"1, 6"
Rothamsted,9U,9,*,U,1903.000,9c 9d,1965,9-1c 9-1d & 9-2c 9-2d,1990.000,1964,N2+PKNaMg,N2,96,P,35,K,225,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1964-06-26,1964-06-30,*,*,0.015,4.085,5.079,*,*,*,*,*,*,"1, 6"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1903,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,4.000,0,0,0,0,1903-07-01,1903-07-01,1903-07-03,1903-07-03,0.099,4.788,*,1903-09-30,1903-10-02,1903-10-16,1903-10-16,0.199,0.933,"1, 8"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1904,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1904-06-29,1904-06-29,1904-07-04,1904-07-04,0.099,5.017,*,1904-10-24,1904-10-25,1904-10-28,1904-10-28,0.199,0.371,"1, 8"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1905,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1905-07-08,1905-07-08,1905-07-13,1905-07-13,0.099,3.902,*,1905-09-25,1905-09-26,1905-10-04,1905-10-04,0.199,0.313,"1, 8, 9"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1906,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1906-07-04,1906-07-05,1906-07-06,1906-07-06,0.099,3.459,*,*,*,*,*,*,*,"1, 7, 8, 9"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1907,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,4.000,0,0,0,0,1907-07-13,1907-07-13,1907-07-17,1907-07-17,0.099,5.156,*,1907-10-05,1907-10-07,1907-10-25,1907-10-25,0.199,0.468,"1, 8, 9"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1908,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1908-06-22,1908-06-22,1908-06-25,1908-06-25,0.099,3.904,*,1908-09-29,1908-09-29,1908-10-02,1908-10-02,0.199,0.458,"1, 8, 9"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1909,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1909-07-01,1909-07-01,1909-07-05,1909-07-05,0.099,3.316,*,1909-10-29,1909-10-30,1909-11-01,1909-11-01,0.199,0.949,"1, 8"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1910,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1910-06-22,1910-06-24,1910-07-11,1910-07-11,0.099,2.940,*,1910-11-15,1910-11-17,1910-11-18,1910-11-18,0.199,1.632,"1, 8"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1911,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1911-06-30,1911-07-01,1911-07-04,1911-07-04,0.099,3.915,*,*,*,*,*,*,*,"1, 7, 8"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1912,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1912-06-18,1912-06-18,1912-06-22,1912-06-22,0.099,2.708,*,1912-09-10,1912-09-11,1912-09-21,1912-09-21,0.199,1.148,"1, 8"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1913,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1913-06-23,1913-06-23,1913-06-28,1913-06-28,0.099,5.040,*,1913-09-11,1913-09-12,1913-09-18,1913-09-18,0.199,0.198,"1, 8"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1914,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1914-06-23,1914-06-24,1914-06-25,1914-06-26,0.099,3.170,*,*,*,*,*,*,*,"1, 7, 8"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1915,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,4.000,0,0,0,0,1915-06-21,1915-06-21,1915-06-25,1915-06-25,0.099,2.703,*,1915-09-16,1915-09-16,1915-09-20,1915-09-20,0.099,1.929,"1, 8"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1916,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1916-06-20,1916-06-20,1916-07-03,1916-07-03,0.099,3.277,*,1916-03-09,1916-03-13,1916-03-14,1916-03-14,0.199,0.238,"1, 8"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1917,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1917-07-06,1917-07-11,1917-07-12,1917-07-12,0.099,2.735,*,1917-12-07,1917-12-18,1917-12-15,1917-12-15,0.199,2.097,"1, 8"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1918,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1918-06-25,1918-06-25,1918-07-03,1918-07-04,0.099,3.958,*,1918-09-16,1918-09-16,1918-09-24,1918-09-24,0.099,1.084,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1919,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1919-06-16,1919-06-16,1919-06-18,1919-06-18,0.098,3.491,*,1919-09-23,1919-09-24,1919-09-30,1919-09-30,0.099,1.326,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1920,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,5.000,0,0,0,0,1920-06-23,1920-06-23,1920-06-25,1920-06-26,0.099,3.706,*,1920-09-10,1920-09-11,1920-09-27,1920-09-27,0.099,1.113,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1921,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1921-06-25,1921-06-25,1921-06-27,1921-06-27,0.099,3.933,*,*,*,*,*,*,*,"1, 7"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1922,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1922-06-26,1922-06-26,1922-07-01,1922-07-01,0.099,3.054,*,1922-10-06,1922-10-06,1922-10-16,1922-10-16,0.099,1.729,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1923,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1923-06-18,1923-06-18,1923-06-22,1923-06-22,0.099,3.584,*,1923-12-20,1923-01-12,1923-01-17,1923-01-17,0.099,0.646,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1924,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,4.000,0,0,0,0,1924-06-25,1924-06-25,1924-06-27,1924-06-27,0.099,5.318,*,*,*,*,*,*,*,"1, 7"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1925,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1925-06-12,1925-06-12,1925-06-15,1925-06-15,0.099,3.950,*,1925-09-09,1925-09-09,1925-09-17,1925-09-17,0.099,1.524,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1926,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1926-06-15,1926-06-15,1926-06-22,1926-06-22,0.099,3.872,*,1926-09-08,1926-09-08,1926-09-15,1926-09-15,0.099,1.856,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1927,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1927-07-05,1927-07-06,1927-07-18,1927-07-19,0.099,2.550,*,1927-09-16,1927-09-20,1927-09-22,1927-09-24,0.099,1.975,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1928,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,4.000,0,0,0,0,1928-06-25,1928-06-27,1928-07-02,1928-07-02,0.099,3.958,*,1928-09-27,1928-09-28,1928-10-05,1928-10-06,0.099,1.091,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1929,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1929-07-05,1929-07-06,1929-07-10,1929-07-11,0.099,3.539,*,1929-10-08,1929-10-09,1929-10-10,1929-10-10,0.099,0.142,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1930,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1930-06-26,1930-06-28,1930-07-02,1930-07-04,0.099,5.278,*,1930-10-17,1930-10-21,1930-10-22,1930-10-24,0.099,1.206,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1931,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1931-06-25,1931-06-27,1931-06-30,1931-07-01,0.099,4.607,*,1931-11-10,1931-11-13,1931-11-13,1931-11-13,0.099,1.583,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1932,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,4.000,0,0,0,0,1932-06-23,1932-06-24,1932-06-28,1932-07-04,0.099,4.589,*,1932-09-12,1932-09-14,1932-09-22,1932-09-28,0.099,1.486,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1933,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1933-06-20,1933-06-22,1933-06-27,1933-06-29,0.099,3.403,*,*,*,*,*,*,*,"1, 7"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1934,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1934-06-26,1934-06-28,1934-07-03,1934-07-05,0.099,3.633,*,*,*,*,*,*,*,"1, 7"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1935,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1935-06-24,1935-06-26,1935-07-01,1935-07-03,0.099,3.600,*,1935-01-15,1935-01-17,1935-01-15,1935-01-17,0.099,0.171,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1936,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,4.000,0,0,0,0,1936-06-24,1936-06-26,1936-07-06,1936-07-07,0.099,3.570,*,1935-09-23,1935-09-26,1935-10-02,1935-10-07,0.099,0.436,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1937,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1937-06-10,1937-06-12,1937-06-19,1937-06-22,0.099,3.964,*,1936-10-13,1936-10-16,1936-11-11,1936-11-16,0.099,1.177,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1938,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1938-06-23,1938-06-24,1938-06-30,1938-07-04,0.099,2.124,*,1937-10-15,1937-10-18,1937-11-12,1937-11-13,0.099,1.426,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1939,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1939-06-29,1939-07-01,1939-07-05,1939-07-11,0.099,4.255,*,1938-10-31,1938-11-02,1938-11-07,1938-11-08,0.099,0.540,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1940,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,4.000,0,0,0,0,1940-06-18,1940-06-20,1940-06-21,1940-06-25,0.099,3.428,*,1939-09-26,1939-09-28,1939-10-03,1939-10-13,0.099,1.907,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1941,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1941-06-23,1941-06-25,1931-06-27,1931-06-30,0.099,3.329,*,1941-01-01,1941-01-03,1941-01-03,1941-01-03,0.099,0.125,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1942,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1942-06-08,1942-06-10,1942-06-17,1942-06-18,0.099,2.734,*,1941-09-26,1941-10-01,1941-10-21,1941-10-28,0.099,1.065,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1943,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1943-06-17,1943-06-21,1943-06-23,1943-06-25,0.099,3.772,*,1942-09-18,1942-09-19,1942-10-19,1942-11-22,0.099,0.460,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1944,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,4.000,0,0,0,0,1944-06-20,1944-06-21,1944-06-22,1944-06-24,0.099,1.934,*,1943-10-22,1943-11-25,1943-11-23,1943-11-25,0.099,0.298,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1945,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1945-06-18,1945-06-19,1945-06-20,1945-06-23,0.099,3.592,*,1944-11-18,1944-11-22,1944-11-18,1944-11-22,0.099,0.407,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1946,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1946-06-20,1946-06-22,1946-06-25,1946-06-28,0.099,2.086,*,1945-11-06,1945-11-09,1945-11-09,1945-11-10,0.099,0.337,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1947,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1947-06-12,1947-06-13,1947-06-16,1947-06-23,0.099,2.208,*,1946-12-02,1946-12-24,1946-12-03,1946-12-24,0.099,0.899,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1948,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,4.000,0,0,0,0,1948-06-16,1948-06-18,1948-06-19,1948-06-26,0.099,3.304,*,1947-09-01,1947-09-02,1947-09-03,1947-09-03,0.099,0.848,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1949,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1949-06-20,1949-06-21,1949-06-21,1949-06-26,0.099,3.017,*,1948-10-07,1948-10-09,1948-10-18,1948-10-21,0.099,0.703,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1950,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1950-06-13,1950-06-15,1950-06-19,1950-06-24,0.099,3.586,*,*,*,1950-09-22,1950-09-25,0.099,0.995,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1951,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1951-06-21,1951-06-23,1951-06-29,1951-07-02,0.099,3.769,*,1951-10-02,1951-10-05,1951-10-03,1951-10-08,0.099,0.897,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1952,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,4.000,0,0,0,0,1952-06-19,1952-06-23,1952-06-23,1952-06-27,0.099,4.174,*,1952-09-22,1952-09-23,1952-09-22,1952-09-23,0.099,0.600,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1953,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1953-07-21,1953-07-23,1953-07-28,1953-08-04,0.099,3.636,*,1953-11-19,1953-11-23,1953-11-24,1953-11-25,0.099,0.336,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1954,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1954-06-24,1954-06-26,1954-07-12,1954-07-12,0.099,3.080,*,1954-11-11,1954-11-16,1954-11-19,1954-11-22,0.099,1.396,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1955,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1955-06-28,1955-06-30,1955-07-05,1955-07-08,0.099,4.339,*,1955-09-15,1955-09-20,1955-09-15,1955-09-20,0.099,0.315,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1956,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,4.000,0,0,0,0,1956-07-11,1956-07-12,1956-07-23,1956-07-24,0.099,2.712,*,1956-11-19,1956-11-20,1956-11-21,1956-11-23,0.099,1.113,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1957,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1957-06-18,1957-06-19,1957-06-21,1957-06-21,0.099,3.599,*,1957-09-24,1957-09-26,1957-09-26,1957-09-27,0.099,1.632,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1958,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1958-07-07,1958-07-08,1958-07-11,1958-07-11,0.099,3.688,*,1958-12-22,1959-01-01,1958-12-22,1959-01-01,0.099,2.047,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1959,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1959-06-15,1959-06-16,1959-06-18,1959-06-18,0.099,3.876,*,1959-09-14,1959-09-19,*,*,0.016,1.323,1
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1960,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,4.000,0,0,0,0,1960-06-16,1960-06-16,*,*,0.016,2.390,3.679,1960-10-12,1960-10-12,*,*,0.016,1.391,"1, 6"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1961,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1961-06-20,1961-06-20,*,*,0.016,3.693,4.780,1961-09-21,1961-09-22,*,*,0.016,0.830,"1, 6"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1962,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1962-06-13,1962-06-13,*,*,0.016,1.785,3.086,1962-10-03,1962-10-03,*,*,0.016,1.492,"1, 6"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1963,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,0.000,0,0,0,0,1963-06-27,1963-06-27,*,*,0.016,2.398,3.686,1963-10-01,1963-10-02,*,*,0.016,1.662,"1, 6"
Rothamsted,10L,10,*,L,1903.000,10a 10b,1965,*,*,1964,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,L,4.000,0,0,0,0,1964-06-26,1964-06-30,*,*,0.016,3.267,4.440,*,*,*,*,*,*,"1, 6, 7"
Rothamsted,10U,10,*,U,1903.000,10a 10b,1965,*,*,1903,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1903-07-01,1903-07-01,1903-07-03,1903-07-03,0.099,3.995,*,1903-09-30,1903-10-02,1903-10-16,1903-10-16,0.199,0.933,"1, 8"
Rothamsted,10U,10,*,U,1903.000,10a 10b,1965,*,*,1904,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1904-06-29,1904-06-29,1904-07-04,1904-07-04,0.099,4.616,*,1904-10-24,1904-10-25,1904-10-28,1904-10-28,0.199,0.371,"1, 8"
Rothamsted,10U,10,*,U,1903.000,10a 10b,1965,*,*,1905,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1905-07-08,1905-07-08,1905-07-13,1905-07-13,0.099,3.902,*,1905-09-25,1905-09-26,1905-10-04,1905-10-04,0.199,0.313,"1, 8, 9"
Rothamsted,10U,10,*,U,1903.000,10a 10b,1965,*,*,1906,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1906-07-04,1906-07-05,1906-07-06,1906-07-06,0.099,3.459,*,*,*,*,*,*,*,"1, 7, 8, 9"
Rothamsted,10U,10,*,U,1903.000,10a 10b,1965,*,*,1907,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1907-07-13,1907-07-13,1907-07-17,1907-07-17,0.099,5.156,*,1907-10-05,1907-10-07,1907-10-25,1907-10-25,0.199,0.468,"1, 8, 9"
Rothamsted,10U,10,*,U,1903.000,10a 10b,1965,*,*,1908,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1908-06-22,1908-06-22,1908-06-25,1908-06-25,0.099,3.904,*,1908-09-29,1908-09-29,1908-10-02,1908-10-02,0.199,0.458,"1, 8, 9"
Rothamsted,10U,10,*,U,1903.000,10a 10b,1965,*,*,1909,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1909-07-01,1909-07-01,1909-07-05,1909-07-05,0.099,1.799,*,1909-10-29,1909-10-30,1909-11-01,1909-11-01,0.199,0.949,"1, 8"
Rothamsted,10U,10,*,U,1903.000,10a 10b,1965,*,*,1910,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1910-06-22,1910-06-24,1910-07-11,1910-07-11,0.099,2.764,*,1910-11-15,1910-11-17,1910-11-18,1910-11-18,0.199,1.632,"1, 8"
Rothamsted,10U,10,*,U,1903.000,10a 10b,1965,*,*,1911,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1911-06-30,1911-07-01,1911-07-04,1911-07-04,0.099,3.014,*,*,*,*,*,*,*,"1, 7, 8"
Rothamsted,10U,10,*,U,1903.000,10a 10b,1965,*,*,1912,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1912-06-18,1912-06-18,1912-06-22,1912-06-22,0.099,1.369,*,1912-09-10,1912-09-11,1912-09-21,1912-09-21,0.199,1.148,"1, 8"
Rothamsted,10U,10,*,U,1903.000,10a 10b,1965,*,*,1913,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1913-06-23,1913-06-23,1913-06-28,1913-06-28,0.099,4.000,*,1913-09-11,1913-09-12,1913-09-18,1913-09-18,0.199,0.198,"1, 8"
Rothamsted,10U,10,*,U,1903.000,10a 10b,1965,*,*,1914,N2+PNaMg,N2,96,P,35,0,0,Mg,10,Na,15,0,0,U,0.000,0,0,0,0,1914-06-23,1914-06-24,1914-06-25,1914-06-26,0.099,1.576,*,*,*,*,*,*,*,"1, 7, 8"
