site,plot_id,plot,split_plot,sub_plot,harvest_year,treatments,n_factor_level,n_rate,p_factor_level,p_rate,k_factor_level,k_rate,mg_factor_level,mg_rate,na_factor_level,na_rate,si_factor_level,si_rate,liming_factor_level,liming_rate,fym_factor_level,fym_rate,fm_factor_level,fm_n_rate,pm_factor_level,pm_n_rate,harvest_area,start_cut_1,end_cut_1,start_cart_cut_1,end_cart_cut_1,yield_dry_matter_cut_1,start_cut_2,end_cut_2,start_cart_cut_2,end_cart_cut_2,yield_dry_matter_cut_2,note
Rothamsted,7c,7,*,c,1979,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.008,19/06/1979,20/06/1979,19/06/1979,20/06/1979,2.709,01/10/1979,02/10/1979,01/10/1979,02/10/1979,1.684,0
Rothamsted,7d,7,*,d,1979,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.008,19/06/1979,20/06/1979,19/06/1979,20/06/1979,1.993,01/10/1979,02/10/1979,01/10/1979,02/10/1979,1.232,0
Rothamsted,7a,7,*,a,1980,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,04/06/1980,04/06/1980,04/06/1980,04/06/1980,3.534,29/10/1980,29/10/1980,29/10/1980,29/10/1980,2.804,0
Rothamsted,7b,7,*,b,1980,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,04/06/1980,04/06/1980,04/06/1980,04/06/1980,3.702,29/10/1980,29/10/1980,29/10/1980,29/10/1980,3.101,0
Rothamsted,7c,7,*,c,1980,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,04/06/1980,04/06/1980,04/06/1980,04/06/1980,1.479,29/10/1980,29/10/1980,29/10/1980,29/10/1980,1.851,0
Rothamsted,7d,7,*,d,1980,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,04/06/1980,04/06/1980,04/06/1980,04/06/1980,1.219,29/10/1980,29/10/1980,29/10/1980,29/10/1980,1.408,0
Rothamsted,7a,7,*,a,1981,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,09/06/1981,10/06/1981,09/06/1981,10/06/1981,5.035,11/11/1981,12/11/1981,11/11/1981,12/11/1981,3.08,0
Rothamsted,7b,7,*,b,1981,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,09/06/1981,10/06/1981,09/06/1981,10/06/1981,5.143,11/11/1981,12/11/1981,11/11/1981,12/11/1981,3.315,0
Rothamsted,7c,7,*,c,1981,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,09/06/1981,10/06/1981,09/06/1981,10/06/1981,2.927,11/11/1981,12/11/1981,11/11/1981,12/11/1981,2.087,0
Rothamsted,7d,7,*,d,1981,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,09/06/1981,10/06/1981,09/06/1981,10/06/1981,2.275,11/11/1981,12/11/1981,11/11/1981,12/11/1981,1.562,0
Rothamsted,7a,7,*,a,1982,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,06/07/1982,06/07/1982,06/07/1982,06/07/1982,4.924,09/11/1982,10/11/1982,09/11/1982,10/11/1982,1.513,0
Rothamsted,7b,7,*,b,1982,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,06/07/1982,06/07/1982,06/07/1982,06/07/1982,5.018,09/11/1982,10/11/1982,09/11/1982,10/11/1982,1.421,0
Rothamsted,7c,7,*,c,1982,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,06/07/1982,06/07/1982,06/07/1982,06/07/1982,3.879,09/11/1982,10/11/1982,09/11/1982,10/11/1982,1.447,0
Rothamsted,7d,7,*,d,1982,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,06/07/1982,06/07/1982,06/07/1982,06/07/1982,3.309,09/11/1982,10/11/1982,09/11/1982,10/11/1982,1.058,0
Rothamsted,7a,7,*,a,1983,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,15/06/1983,15/06/1983,15/06/1983,15/06/1983,4.624,02/11/1983,03/11/1983,02/11/1983,03/11/1983,1.656,0
Rothamsted,7b,7,*,b,1983,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,15/06/1983,15/06/1983,15/06/1983,15/06/1983,4.995,02/11/1983,03/11/1983,02/11/1983,03/11/1983,1.838,0
Rothamsted,7c,7,*,c,1983,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,15/06/1983,15/06/1983,15/06/1983,15/06/1983,2.857,02/11/1983,03/11/1983,02/11/1983,03/11/1983,1.178,0
Rothamsted,7d,7,*,d,1983,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,15/06/1983,15/06/1983,15/06/1983,15/06/1983,2.307,02/11/1983,03/11/1983,02/11/1983,03/11/1983,0.914,0
Rothamsted,7a,7,*,a,1984,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,07/06/1984,08/06/1984,07/06/1984,08/06/1984,3.068,19/11/1984,20/11/1984,19/11/1984,20/11/1984,1.343,0
Rothamsted,7b,7,*,b,1984,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,07/06/1984,08/06/1984,07/06/1984,08/06/1984,3.212,19/11/1984,20/11/1984,19/11/1984,20/11/1984,1.465,0
Rothamsted,7c,7,*,c,1984,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,07/06/1984,08/06/1984,07/06/1984,08/06/1984,2.157,19/11/1984,20/11/1984,19/11/1984,20/11/1984,0.907,0
Rothamsted,7d,7,*,d,1984,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,07/06/1984,08/06/1984,07/06/1984,08/06/1984,1.589,19/11/1984,20/11/1984,19/11/1984,20/11/1984,0.475,0
Rothamsted,7a,7,*,a,1985,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,01/07/1985,01/07/1985,01/07/1985,01/07/1985,5.275,07/11/1985,07/11/1985,07/11/1985,07/11/1985,4.255,0
Rothamsted,7b,7,*,b,1985,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,01/07/1985,01/07/1985,01/07/1985,01/07/1985,5.203,07/11/1985,07/11/1985,07/11/1985,07/11/1985,4.615,0
Rothamsted,7c,7,*,c,1985,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,01/07/1985,01/07/1985,01/07/1985,01/07/1985,4.772,07/11/1985,07/11/1985,07/11/1985,07/11/1985,3.342,0
Rothamsted,7d,7,*,d,1985,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,01/07/1985,01/07/1985,01/07/1985,01/07/1985,3.753,07/11/1985,07/11/1985,07/11/1985,07/11/1985,3.226,0
Rothamsted,7a,7,*,a,1986,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,12/06/1986,12/06/1986,12/06/1986,12/06/1986,4.417,04/11/1986,04/11/1986,04/11/1986,04/11/1986,2.63,0
Rothamsted,7b,7,*,b,1986,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,12/06/1986,12/06/1986,12/06/1986,12/06/1986,4.361,04/11/1986,04/11/1986,04/11/1986,04/11/1986,2.738,0
Rothamsted,7c,7,*,c,1986,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,12/06/1986,12/06/1986,12/06/1986,12/06/1986,3.326,04/11/1986,04/11/1986,04/11/1986,04/11/1986,2.114,0
Rothamsted,7d,7,*,d,1986,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,12/06/1986,12/06/1986,12/06/1986,12/06/1986,2.304,04/11/1986,04/11/1986,04/11/1986,04/11/1986,1.456,0
Rothamsted,7a,7,*,a,1987,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,29/06/1987,29/06/1987,29/06/1987,29/06/1987,5.133,03/12/1987,03/12/1987,03/12/1987,03/12/1987,3.382,0
Rothamsted,7b,7,*,b,1987,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,29/06/1987,29/06/1987,29/06/1987,29/06/1987,4.937,03/12/1987,03/12/1987,03/12/1987,03/12/1987,3.038,0
Rothamsted,7c,7,*,c,1987,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,29/06/1987,29/06/1987,29/06/1987,29/06/1987,4.338,03/12/1987,03/12/1987,03/12/1987,03/12/1987,3.196,0
Rothamsted,7d,7,*,d,1987,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,29/06/1987,29/06/1987,29/06/1987,29/06/1987,3.593,03/12/1987,03/12/1987,03/12/1987,03/12/1987,3.453,0
Rothamsted,7a,7,*,a,1988,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,14/06/1988,15/06/1988,14/06/1988,15/06/1988,5.031,17/11/1988,17/11/1988,17/11/1988,17/11/1988,2.653,0
Rothamsted,7b,7,*,b,1988,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,14/06/1988,15/06/1988,14/06/1988,15/06/1988,5.165,17/11/1988,17/11/1988,17/11/1988,17/11/1988,2.157,0
Rothamsted,7c,7,*,c,1988,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,14/06/1988,15/06/1988,14/06/1988,15/06/1988,5.158,17/11/1988,17/11/1988,17/11/1988,17/11/1988,2.722,0
Rothamsted,7d,7,*,d,1988,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,14/06/1988,15/06/1988,14/06/1988,15/06/1988,4.372,17/11/1988,17/11/1988,17/11/1988,17/11/1988,2.555,0
Rothamsted,7a,7,*,a,1989,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,12/06/1989,12/06/1989,12/06/1989,12/06/1989,4.376,26/09/1989,26/09/1989,26/09/1989,26/09/1989,1.292,0
Rothamsted,7b,7,*,b,1989,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,12/06/1989,12/06/1989,12/06/1989,12/06/1989,4.510,26/09/1989,26/09/1989,26/09/1989,26/09/1989,1.322,0
Rothamsted,7c,7,*,c,1989,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,12/06/1989,12/06/1989,12/06/1989,12/06/1989,3.453,26/09/1989,26/09/1989,26/09/1989,26/09/1989,1.185,0
Rothamsted,7d,7,*,d,1989,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,12/06/1989,12/06/1989,12/06/1989,12/06/1989,3.150,26/09/1989,26/09/1989,26/09/1989,26/09/1989,0.764,0
Rothamsted,7a,7,*,a,1990,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,4.100,0,0,0,0,0,0,0.004,02/07/1990,02/07/1990,02/07/1990,02/07/1990,3.827,19/11/1990,19/11/1990,19/11/1990,19/11/1990,0.305,0
Rothamsted,7b,7,*,b,1990,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,02/07/1990,02/07/1990,02/07/1990,02/07/1990,3.726,19/11/1990,19/11/1990,19/11/1990,19/11/1990,0.265,0
Rothamsted,7c,7,*,c,1990,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,2.300,0,0,0,0,0,0,0.004,02/07/1990,02/07/1990,02/07/1990,02/07/1990,2.610,19/11/1990,19/11/1990,19/11/1990,19/11/1990,0.188,0
Rothamsted,7d,7,*,d,1990,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,02/07/1990,02/07/1990,02/07/1990,02/07/1990,1.967,19/11/1990,19/11/1990,19/11/1990,19/11/1990,0.195,0
Rothamsted,7a,7,*,a,1991,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,09/07/1991,09/07/1991,09/07/1991,09/07/1991,5.564,04/11/1991,06/11/1991,04/11/1991,06/11/1991,2.991,0
Rothamsted,7b,7,*,b,1991,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,09/07/1991,09/07/1991,09/07/1991,09/07/1991,5.398,04/11/1991,06/11/1991,04/11/1991,06/11/1991,3.139,0
Rothamsted,7c,7,*,c,1991,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,09/07/1991,09/07/1991,09/07/1991,09/07/1991,4.931,04/11/1991,06/11/1991,04/11/1991,06/11/1991,2.041,0
Rothamsted,7d,7,*,d,1991,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,09/07/1991,09/07/1991,09/07/1991,09/07/1991,5.092,04/11/1991,06/11/1991,04/11/1991,06/11/1991,1.922,0
Rothamsted,7a,7,*,a,1992,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,15/06/1992,16/06/1992,15/06/1992,16/06/1992,5.209,12/11/1992,13/11/1992,12/11/1992,13/11/1992,3.458,0
Rothamsted,7b,7,*,b,1992,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,15/06/1992,16/06/1992,15/06/1992,16/06/1992,5.532,12/11/1992,13/11/1992,12/11/1992,13/11/1992,3.26,0
Rothamsted,7c,7,*,c,1992,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,15/06/1992,16/06/1992,15/06/1992,16/06/1992,4.248,12/11/1992,13/11/1992,12/11/1992,13/11/1992,3.536,0
Rothamsted,7d,7,*,d,1992,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,15/06/1992,16/06/1992,15/06/1992,16/06/1992,3.611,12/11/1992,13/11/1992,12/11/1992,13/11/1992,2.815,0
Rothamsted,7a,7,*,a,1993,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,24/06/1993,25/06/1993,24/06/1993,25/06/1993,5.960,11/11/1993,12/11/1993,11/11/1993,12/11/1993,3.031,0
Rothamsted,7b,7,*,b,1993,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,24/06/1993,25/06/1993,24/06/1993,25/06/1993,6.192,11/11/1993,12/11/1993,11/11/1993,12/11/1993,3.7,0
Rothamsted,7c,7,*,c,1993,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,24/06/1993,25/06/1993,24/06/1993,25/06/1993,6.880,11/11/1993,12/11/1993,11/11/1993,12/11/1993,4.614,0
Rothamsted,7d,7,*,d,1993,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,24/06/1993,25/06/1993,24/06/1993,25/06/1993,5.315,11/11/1993,12/11/1993,11/11/1993,12/11/1993,3.507,0
Rothamsted,7a,7,*,a,1994,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,7.000,0,0,0,0,0,0,0.004,27/06/1994,28/06/1994,27/06/1994,28/06/1994,5.391,29/11/1994,30/11/1994,29/11/1994,30/11/1994,0.774,0
Rothamsted,7b,7,*,b,1994,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,27/06/1994,28/06/1994,27/06/1994,28/06/1994,5.624,29/11/1994,30/11/1994,29/11/1994,30/11/1994,1.058,0
Rothamsted,7c,7,*,c,1994,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.300,0,0,0,0,0,0,0.004,27/06/1994,28/06/1994,27/06/1994,28/06/1994,5.800,29/11/1994,30/11/1994,29/11/1994,30/11/1994,1.129,0
Rothamsted,7d,7,*,d,1994,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,27/06/1994,28/06/1994,27/06/1994,28/06/1994,4.563,29/11/1994,30/11/1994,29/11/1994,30/11/1994,0.577,0
Rothamsted,7a,7,*,a,1995,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,21/06/1995,21/06/1995,21/06/1995,21/06/1995,3.244,24/10/1995,25/10/1995,24/10/1995,25/10/1995,0.874,0
Rothamsted,7b,7,*,b,1995,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,21/06/1995,21/06/1995,21/06/1995,21/06/1995,3.611,24/10/1995,25/10/1995,24/10/1995,25/10/1995,0.979,0
Rothamsted,7c,7,*,c,1995,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,21/06/1995,21/06/1995,21/06/1995,21/06/1995,3.539,24/10/1995,25/10/1995,24/10/1995,25/10/1995,0.677,0
Rothamsted,7d,7,*,d,1995,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,21/06/1995,21/06/1995,21/06/1995,21/06/1995,1.963,24/10/1995,25/10/1995,24/10/1995,25/10/1995,0.429,0
Rothamsted,7a,7,*,a,1996,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,17/06/1996,18/06/1996,17/06/1996,18/06/1996,4.051,11/11/1996,13/11/1996,11/11/1996,13/11/1996,0.45,0
Rothamsted,7b,7,*,b,1996,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,17/06/1996,18/06/1996,17/06/1996,18/06/1996,4.451,11/11/1996,13/11/1996,11/11/1996,13/11/1996,0.539,0
Rothamsted,7c,7,*,c,1996,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,17/06/1996,18/06/1996,17/06/1996,18/06/1996,3.145,11/11/1996,13/11/1996,11/11/1996,13/11/1996,0.782,0
Rothamsted,7d,7,*,d,1996,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,17/06/1996,18/06/1996,17/06/1996,18/06/1996,1.588,11/11/1996,13/11/1996,11/11/1996,13/11/1996,0.496,0
Rothamsted,7a,7,*,a,1997,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,3.000,0,0,0,0,0,0,0.004,07/07/1997,08/07/1997,07/07/1997,08/07/1997,3.175,10/11/1997,11/11/1997,10/11/1997,11/11/1997,0.896,0
Rothamsted,7b,7,*,b,1997,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.750,0,0,0,0,0,0,0.004,07/07/1997,08/07/1997,07/07/1997,08/07/1997,2.634,10/11/1997,11/11/1997,10/11/1997,11/11/1997,1.081,0
Rothamsted,7c,7,*,c,1997,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.300,0,0,0,0,0,0,0.004,07/07/1997,08/07/1997,07/07/1997,08/07/1997,3.155,10/11/1997,11/11/1997,10/11/1997,11/11/1997,1.534,0
Rothamsted,7d,7,*,d,1997,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,07/07/1997,08/07/1997,07/07/1997,08/07/1997,2.084,10/11/1997,11/11/1997,10/11/1997,11/11/1997,0.704,0
Rothamsted,7a,7,*,a,1998,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,24/06/1998,25/06/1998,24/06/1998,25/06/1998,4.977,07/12/1998,08/12/1998,07/12/1998,08/12/1998,1.913,0
Rothamsted,7b,7,*,b,1998,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,24/06/1998,25/06/1998,24/06/1998,25/06/1998,4.234,07/12/1998,08/12/1998,07/12/1998,08/12/1998,2.218,0
Rothamsted,7c,7,*,c,1998,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,24/06/1998,25/06/1998,24/06/1998,25/06/1998,5.283,07/12/1998,08/12/1998,07/12/1998,08/12/1998,2.485,0
Rothamsted,7d,7,*,d,1998,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,24/06/1998,25/06/1998,24/06/1998,25/06/1998,2.642,07/12/1998,08/12/1998,07/12/1998,08/12/1998,1.008,0
Rothamsted,7a,7,*,a,1999,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,05/07/1999,06/07/1999,05/07/1999,06/07/1999,5.933,14/10/1999,14/10/1999,14/10/1999,14/10/1999,2.371,0
Rothamsted,7b,7,*,b,1999,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,05/07/1999,06/07/1999,05/07/1999,06/07/1999,5.594,14/10/1999,14/10/1999,14/10/1999,14/10/1999,2.859,0
Rothamsted,7c,7,*,c,1999,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,05/07/1999,06/07/1999,05/07/1999,06/07/1999,6.368,14/10/1999,14/10/1999,14/10/1999,14/10/1999,2.726,0
Rothamsted,7d,7,*,d,1999,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,05/07/1999,06/07/1999,05/07/1999,06/07/1999,4.257,14/10/1999,14/10/1999,14/10/1999,14/10/1999,1.701,0
Rothamsted,7a,7,*,a,2000,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,3.000,0,0,0,0,0,0,0.004,20/06/2000,22/06/2000,20/06/2000,22/06/2000,6.307,08/01/2001,09/01/2001,08/01/2001,09/01/2001,0.769,0
Rothamsted,7b,7,*,b,2000,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.750,0,0,0,0,0,0,0.004,20/06/2000,22/06/2000,20/06/2000,22/06/2000,5.741,08/01/2001,09/01/2001,08/01/2001,09/01/2001,0.747,0
Rothamsted,7c,7,*,c,2000,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.300,0,0,0,0,0,0,0.004,20/06/2000,22/06/2000,20/06/2000,22/06/2000,5.757,08/01/2001,09/01/2001,08/01/2001,09/01/2001,1.034,0
Rothamsted,7d,7,*,d,2000,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,20/06/2000,22/06/2000,20/06/2000,22/06/2000,4.326,08/01/2001,09/01/2001,08/01/2001,09/01/2001,0.453,0
Rothamsted,7a,7,*,a,2001,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,26/06/2001,27/06/2001,26/06/2001,27/06/2001,6.229,03/10/2001,04/10/2001,03/10/2001,04/10/2001,2.9,0
Rothamsted,7b,7,*,b,2001,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,26/06/2001,27/06/2001,26/06/2001,27/06/2001,5.631,03/10/2001,04/10/2001,03/10/2001,04/10/2001,2.847,0
Rothamsted,7c,7,*,c,2001,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,26/06/2001,27/06/2001,26/06/2001,27/06/2001,4.399,03/10/2001,04/10/2001,03/10/2001,04/10/2001,1.577,0
Rothamsted,7d,7,*,d,2001,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,26/06/2001,27/06/2001,26/06/2001,27/06/2001,2.151,03/10/2001,04/10/2001,03/10/2001,04/10/2001,0.854,0
Rothamsted,7a,7,*,a,2002,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.004,20/06/2002,20/06/2002,20/06/2002,20/06/2002,6.589,24/10/2002,25/10/2002,24/10/2002,25/10/2002,3.184,0
Rothamsted,7b,7,*,b,2002,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.004,20/06/2002,20/06/2002,20/06/2002,20/06/2002,5.753,24/10/2002,25/10/2002,24/10/2002,25/10/2002,3.099,0
Rothamsted,7c,7,*,c,2002,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.004,20/06/2002,20/06/2002,20/06/2002,20/06/2002,5.773,24/10/2002,25/10/2002,24/10/2002,25/10/2002,2.699,0
Rothamsted,7d,7,*,d,2002,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,20/06/2002,20/06/2002,20/06/2002,20/06/2002,4.321,24/10/2002,25/10/2002,24/10/2002,25/10/2002,1.866,0
Rothamsted,7a,7,*,a,2003,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,2.000,0,0,0,0,0,0,0.004,16/06/2003,17/06/2003,16/06/2003,17/06/2003,4.379,*,*,*,*,*,1
Rothamsted,7b,7,*,b,2003,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,2.000,0,0,0,0,0,0,0.004,16/06/2003,17/06/2003,16/06/2003,17/06/2003,4.770,*,*,*,*,*,1
Rothamsted,7c,7,*,c,2003,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.300,0,0,0,0,0,0,0.004,16/06/2003,17/06/2003,16/06/2003,17/06/2003,4.451,*,*,*,*,*,1
Rothamsted,7d,7,*,d,2003,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,0.004,16/06/2003,17/06/2003,16/06/2003,17/06/2003,2.744,*,*,*,*,*,1
