site,plot_id,plot,split_plot,sub_plot,harvest_year,treatments,n_factor_level,n_rate,p_factor_level,p_rate,k_factor_level,k_rate,mg_factor_level,mg_rate,na_factor_level,na_rate,si_factor_level,si_rate,liming_factor_level,liming_rate,fym_factor_level,fym_rate,fm_factor_level,fm_n_rate,pm_factor_level,pm_n_rate,harvest_area,start_cut_1,end_cut_1,start_cart_cut_1,end_cart_cut_1,yield_dry_matter_cut_1,start_cut_2,end_cut_2,start_cart_cut_2,end_cart_cut_2,yield_dry_matter_cut_2,note
Rothamsted,1a,1,*,a,1965,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,28/06/1965,29/06/1965,*,*,2.860,03/12/1965,07/12/1965,*,*,1.259,0
Rothamsted,1b,1,*,b,1965,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,28/06/1965,29/06/1965,*,*,2.138,03/12/1965,07/12/1965,*,*,0.638,0
Rothamsted,1c,1,*,c,1965,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,6.300,0,0,0,0,0,0,0.003,28/06/1965,29/06/1965,*,*,2.746,03/12/1965,07/12/1965,*,*,0.655,0
Rothamsted,1d,1,*,d,1965,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,28/06/1965,29/06/1965,*,*,2.241,03/12/1965,07/12/1965,*,*,0.921,0
Rothamsted,1a,1,*,a,1966,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,07/06/1966,07/06/1966,*,*,2.096,11/10/1966,12/10/1966,*,*,2,0
Rothamsted,1b,1,*,b,1966,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,07/06/1966,07/06/1966,*,*,1.286,11/10/1966,12/10/1966,*,*,1.798,0
Rothamsted,1c,1,*,c,1966,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,07/06/1966,07/06/1966,*,*,1.507,11/10/1966,12/10/1966,*,*,1.115,0
Rothamsted,1d,1,*,d,1966,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,07/06/1966,07/06/1966,*,*,1.040,11/10/1966,12/10/1966,*,*,1.433,0
Rothamsted,1a,1,*,a,1967,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,12/06/1967,12/06/1967,*,*,1.882,18/10/1967,18/10/1967,*,*,1.673,0
Rothamsted,1b,1,*,b,1967,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,12/06/1967,12/06/1967,*,*,0.903,18/10/1967,18/10/1967,*,*,1.375,0
Rothamsted,1c,1,*,c,1967,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,3.100,0,0,0,0,0,0,0.003,12/06/1967,12/06/1967,*,*,1.406,18/10/1967,18/10/1967,*,*,0.298,0
Rothamsted,1d,1,*,d,1967,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,12/06/1967,12/06/1967,*,*,1.035,18/10/1967,18/10/1967,*,*,0.401,0
Rothamsted,1a,1,*,a,1968,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,2.000,0,0,0,0,0,0,0.003,11/06/1968,11/06/1968,*,*,1.795,05/11/1968,05/11/1968,*,*,1.946,0
Rothamsted,1b,1,*,b,1968,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,11/06/1968,11/06/1968,*,*,1.357,05/11/1968,05/11/1968,*,*,1.707,0
Rothamsted,1c,1,*,c,1968,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,3.100,0,0,0,0,0,0,0.003,11/06/1968,11/06/1968,*,*,1.228,05/11/1968,05/11/1968,*,*,0.829,0
Rothamsted,1d,1,*,d,1968,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,11/06/1968,11/06/1968,*,*,0.776,05/11/1968,05/11/1968,*,*,0.798,0
Rothamsted,1a,1,*,a,1969,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,09/06/1969,10/06/1969,*,*,1.793,13/10/1969,13/10/1969,*,*,1.697,0
Rothamsted,1b,1,*,b,1969,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,09/06/1969,10/06/1969,*,*,1.559,13/10/1969,13/10/1969,*,*,1.787,0
Rothamsted,1c,1,*,c,1969,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,09/06/1969,10/06/1969,*,*,1.002,13/10/1969,13/10/1969,*,*,0.833,0
Rothamsted,1d,1,*,d,1969,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,09/06/1969,10/06/1969,*,*,0.360,13/10/1969,13/10/1969,*,*,0.703,0
Rothamsted,1a,1,*,a,1970,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,15/06/1970,15/06/1970,*,*,1.751,02/10/1970,02/10/1970,*,*,1.333,0
Rothamsted,1b,1,*,b,1970,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,15/06/1970,15/06/1970,*,*,1.757,02/10/1970,02/10/1970,*,*,0.862,0
Rothamsted,1c,1,*,c,1970,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,15/06/1970,15/06/1970,*,*,1.002,02/10/1970,02/10/1970,*,*,0.593,0
Rothamsted,1d,1,*,d,1970,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,15/06/1970,15/06/1970,*,*,0.558,02/10/1970,02/10/1970,*,*,0.241,0
Rothamsted,1a,1,*,a,1971,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,24/06/1971,24/06/1971,*,*,2.492,15/09/1971,15/09/1971,*,*,1.431,0
Rothamsted,1b,1,*,b,1971,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,24/06/1971,24/06/1971,*,*,2.255,15/09/1971,15/09/1971,*,*,1.316,0
Rothamsted,1c,1,*,c,1971,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,24/06/1971,24/06/1971,*,*,1.657,15/09/1971,15/09/1971,*,*,0.504,0
Rothamsted,1d,1,*,d,1971,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,24/06/1971,24/06/1971,*,*,0.519,15/09/1971,15/09/1971,*,*,0.477,0
Rothamsted,1a,1,*,a,1972,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,2.000,0,0,0,0,0,0,0.003,15/06/1972,16/06/1972,*,*,2.239,14/09/1972,15/09/1972,*,*,1.165,0
Rothamsted,1b,1,*,b,1972,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,15/06/1972,16/06/1972,*,*,2.028,14/09/1972,15/09/1972,*,*,1.215,0
Rothamsted,1c,1,*,c,1972,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,15/06/1972,16/06/1972,*,*,2.235,14/09/1972,15/09/1972,*,*,0.706,0
Rothamsted,1d,1,*,d,1972,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,15/06/1972,16/06/1972,*,*,0.648,14/09/1972,15/09/1972,*,*,0.655,0
Rothamsted,1a,1,*,a,1973,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,13/06/1973,13/06/1973,*,*,1.897,18/09/1973,19/09/1973,*,*,1.955,0
Rothamsted,1b,1,*,b,1973,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,13/06/1973,13/06/1973,*,*,2.335,18/09/1973,19/09/1973,*,*,2.344,0
Rothamsted,1c,1,*,c,1973,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,13/06/1973,13/06/1973,*,*,2.087,18/09/1973,19/09/1973,*,*,0.691,0
Rothamsted,1d,1,*,d,1973,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,13/06/1973,13/06/1973,*,*,0.606,18/09/1973,19/09/1973,*,*,0.299,0
Rothamsted,1a,1,*,a,1974,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,20/06/1974,21/06/1974,*,*,2.121,11/12/1974,13/12/1974,*,*,1.052,0
Rothamsted,1b,1,*,b,1974,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,20/06/1974,21/06/1974,*,*,2.378,11/12/1974,13/12/1974,*,*,1.007,0
Rothamsted,1c,1,*,c,1974,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,20/06/1974,21/06/1974,*,*,1.603,11/12/1974,13/12/1974,*,*,1.005,0
Rothamsted,1d,1,*,d,1974,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,20/06/1974,21/06/1974,*,*,0.451,11/12/1974,13/12/1974,*,*,0.551,0
Rothamsted,1a,1,*,a,1975,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,09/06/1975,10/06/1975,*,*,2.106,03/09/1975,03/09/1975,*,*,0.615,0
Rothamsted,1b,1,*,b,1975,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,09/06/1975,10/06/1975,*,*,2.359,03/09/1975,03/09/1975,*,*,0.571,0
Rothamsted,1c,1,*,c,1975,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,09/06/1975,10/06/1975,*,*,1.770,03/09/1975,03/09/1975,*,*,0.425,0
Rothamsted,1d,1,*,d,1975,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,09/06/1975,10/06/1975,*,*,0.552,03/09/1975,03/09/1975,*,*,0.243,0
Rothamsted,1a,1,*,a,1976,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,3.800,0,0,0,0,0,0,0.003,09/06/1976,09/06/1976,09/06/1976,09/06/1976,1.704,08/11/1976,09/11/1976,08/11/1976,09/11/1976,0.588,0
Rothamsted,1b,1,*,b,1976,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,09/06/1976,09/06/1976,09/06/1976,09/06/1976,1.849,08/11/1976,09/11/1976,08/11/1976,09/11/1976,0.681,0
Rothamsted,1c,1,*,c,1976,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,09/06/1976,09/06/1976,09/06/1976,09/06/1976,1.319,08/11/1976,09/11/1976,08/11/1976,09/11/1976,0.485,0
Rothamsted,1d,1,*,d,1976,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,09/06/1976,09/06/1976,09/06/1976,09/06/1976,0.252,08/11/1976,09/11/1976,08/11/1976,09/11/1976,0.1,0
Rothamsted,1a,1,*,a,1977,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,21/06/1977,21/06/1977,21/06/1977,21/06/1977,1.433,22/11/1977,23/11/1977,22/11/1977,23/11/1977,1.489,0
Rothamsted,1b,1,*,b,1977,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,21/06/1977,21/06/1977,21/06/1977,21/06/1977,1.964,22/11/1977,23/11/1977,22/11/1977,23/11/1977,2.286,0
Rothamsted,1c,1,*,c,1977,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,21/06/1977,21/06/1977,21/06/1977,21/06/1977,1.290,22/11/1977,23/11/1977,22/11/1977,23/11/1977,1.503,0
Rothamsted,1d,1,*,d,1977,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,21/06/1977,21/06/1977,21/06/1977,21/06/1977,0.199,22/11/1977,23/11/1977,22/11/1977,23/11/1977,1.32,0
Rothamsted,1a,1,*,a,1978,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,19/06/1978,20/06/1978,19/06/1978,20/06/1978,2.630,02/11/1978,03/11/1978,02/11/1978,03/11/1978,1.826,0
Rothamsted,1b,1,*,b,1978,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,19/06/1978,20/06/1978,19/06/1978,20/06/1978,2.960,02/11/1978,03/11/1978,02/11/1978,03/11/1978,2.795,0
Rothamsted,1c,1,*,c,1978,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,19/06/1978,20/06/1978,19/06/1978,20/06/1978,2.805,02/11/1978,03/11/1978,02/11/1978,03/11/1978,1.896,0
Rothamsted,1d,1,*,d,1978,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,19/06/1978,20/06/1978,19/06/1978,20/06/1978,1.053,02/11/1978,03/11/1978,02/11/1978,03/11/1978,2.24,0
Rothamsted,1a,1,*,a,1979,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,19/06/1979,20/06/1979,19/06/1979,20/06/1979,2.107,01/10/1979,02/10/1979,01/10/1979,02/10/1979,1.537,0
Rothamsted,1b,1,*,b,1979,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,19/06/1979,20/06/1979,19/06/1979,20/06/1979,2.675,01/10/1979,02/10/1979,01/10/1979,02/10/1979,1.998,0
Rothamsted,1c,1,*,c,1979,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,19/06/1979,20/06/1979,19/06/1979,20/06/1979,2.170,01/10/1979,02/10/1979,01/10/1979,02/10/1979,0.716,0
Rothamsted,1d,1,*,d,1979,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,19/06/1979,20/06/1979,19/06/1979,20/06/1979,0.446,01/10/1979,02/10/1979,01/10/1979,02/10/1979,0.449,0
Rothamsted,1a,1,*,a,1980,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,04/06/1980,04/06/1980,04/06/1980,04/06/1980,1.232,29/10/1980,29/10/1980,29/10/1980,29/10/1980,1.551,0
Rothamsted,1b,1,*,b,1980,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,04/06/1980,04/06/1980,04/06/1980,04/06/1980,1.084,29/10/1980,29/10/1980,29/10/1980,29/10/1980,2.19,0
Rothamsted,1c,1,*,c,1980,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,04/06/1980,04/06/1980,04/06/1980,04/06/1980,0.995,29/10/1980,29/10/1980,29/10/1980,29/10/1980,0.965,0
Rothamsted,1d,1,*,d,1980,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,04/06/1980,04/06/1980,04/06/1980,04/06/1980,0.198,29/10/1980,29/10/1980,29/10/1980,29/10/1980,1.025,0
Rothamsted,1a,1,*,a,1981,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,09/06/1981,10/06/1981,09/06/1981,10/06/1981,2.440,11/11/1981,12/11/1981,11/11/1981,12/11/1981,1.75,0
Rothamsted,1b,1,*,b,1981,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,09/06/1981,10/06/1981,09/06/1981,10/06/1981,2.515,11/11/1981,12/11/1981,11/11/1981,12/11/1981,2.443,0
Rothamsted,1c,1,*,c,1981,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,09/06/1981,10/06/1981,09/06/1981,10/06/1981,2.118,11/11/1981,12/11/1981,11/11/1981,12/11/1981,0.722,0
Rothamsted,1d,1,*,d,1981,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,09/06/1981,10/06/1981,09/06/1981,10/06/1981,1.463,11/11/1981,12/11/1981,11/11/1981,12/11/1981,1.102,0
Rothamsted,1a,1,*,a,1982,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,06/07/1982,06/07/1982,06/07/1982,06/07/1982,3.187,09/11/1982,10/11/1982,09/11/1982,10/11/1982,1.777,0
Rothamsted,1b,1,*,b,1982,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,06/07/1982,06/07/1982,06/07/1982,06/07/1982,3.432,09/11/1982,10/11/1982,09/11/1982,10/11/1982,1.465,0
Rothamsted,1c,1,*,c,1982,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,06/07/1982,06/07/1982,06/07/1982,06/07/1982,1.631,09/11/1982,10/11/1982,09/11/1982,10/11/1982,0.476,0
Rothamsted,1d,1,*,d,1982,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,06/07/1982,06/07/1982,06/07/1982,06/07/1982,0.837,09/11/1982,10/11/1982,09/11/1982,10/11/1982,0.136,0
Rothamsted,1a,1,*,a,1983,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,15/06/1983,15/06/1983,15/06/1983,15/06/1983,2.161,02/11/1983,03/11/1983,02/11/1983,03/11/1983,1.556,0
Rothamsted,1b,1,*,b,1983,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,15/06/1983,15/06/1983,15/06/1983,15/06/1983,1.838,02/11/1983,03/11/1983,02/11/1983,03/11/1983,1.551,0
Rothamsted,1c,1,*,c,1983,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,15/06/1983,15/06/1983,15/06/1983,15/06/1983,1.558,02/11/1983,03/11/1983,02/11/1983,03/11/1983,0.976,0
Rothamsted,1d,1,*,d,1983,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,15/06/1983,15/06/1983,15/06/1983,15/06/1983,0.657,02/11/1983,03/11/1983,02/11/1983,03/11/1983,0.472,0
Rothamsted,1a,1,*,a,1984,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,07/06/1984,08/06/1984,07/06/1984,08/06/1984,1.659,19/11/1984,20/11/1984,19/11/1984,20/11/1984,0.789,0
Rothamsted,1b,1,*,b,1984,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,07/06/1984,08/06/1984,07/06/1984,08/06/1984,1.767,19/11/1984,20/11/1984,19/11/1984,20/11/1984,0.985,0
Rothamsted,1c,1,*,c,1984,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,07/06/1984,08/06/1984,07/06/1984,08/06/1984,1.273,19/11/1984,20/11/1984,19/11/1984,20/11/1984,0.408,0
Rothamsted,1d,1,*,d,1984,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,07/06/1984,08/06/1984,07/06/1984,08/06/1984,0.525,19/11/1984,20/11/1984,19/11/1984,20/11/1984,0.161,0
Rothamsted,1a,1,*,a,1985,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,01/07/1985,01/07/1985,01/07/1985,01/07/1985,2.872,07/11/1985,07/11/1985,07/11/1985,07/11/1985,2.537,0
Rothamsted,1b,1,*,b,1985,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,01/07/1985,01/07/1985,01/07/1985,01/07/1985,2.982,07/11/1985,07/11/1985,07/11/1985,07/11/1985,3.054,0
Rothamsted,1c,1,*,c,1985,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,01/07/1985,01/07/1985,01/07/1985,01/07/1985,1.970,07/11/1985,07/11/1985,07/11/1985,07/11/1985,2.02,0
Rothamsted,1d,1,*,d,1985,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,01/07/1985,01/07/1985,01/07/1985,01/07/1985,1.196,07/11/1985,07/11/1985,07/11/1985,07/11/1985,1.794,0
Rothamsted,1a,1,*,a,1986,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,12/06/1986,12/06/1986,12/06/1986,12/06/1986,1.150,04/11/1986,04/11/1986,04/11/1986,04/11/1986,2.244,0
Rothamsted,1b,1,*,b,1986,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,12/06/1986,12/06/1986,12/06/1986,12/06/1986,1.210,04/11/1986,04/11/1986,04/11/1986,04/11/1986,2.375,0
Rothamsted,1c,1,*,c,1986,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,12/06/1986,12/06/1986,12/06/1986,12/06/1986,0.789,04/11/1986,04/11/1986,04/11/1986,04/11/1986,1.155,0
Rothamsted,1d,1,*,d,1986,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,12/06/1986,12/06/1986,12/06/1986,12/06/1986,0.510,04/11/1986,04/11/1986,04/11/1986,04/11/1986,0.627,0
Rothamsted,1a,1,*,a,1987,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,29/06/1987,29/06/1987,29/06/1987,29/06/1987,2.989,03/12/1987,03/12/1987,03/12/1987,03/12/1987,3.039,0
Rothamsted,1b,1,*,b,1987,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,29/06/1987,29/06/1987,29/06/1987,29/06/1987,2.798,03/12/1987,03/12/1987,03/12/1987,03/12/1987,2.486,0
Rothamsted,1c,1,*,c,1987,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,29/06/1987,29/06/1987,29/06/1987,29/06/1987,1.664,03/12/1987,03/12/1987,03/12/1987,03/12/1987,2.364,0
Rothamsted,1d,1,*,d,1987,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,29/06/1987,29/06/1987,29/06/1987,29/06/1987,0.482,03/12/1987,03/12/1987,03/12/1987,03/12/1987,1.015,0
Rothamsted,1a,1,*,a,1988,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,14/06/1988,15/06/1988,14/06/1988,15/06/1988,3.538,17/11/1988,17/11/1988,17/11/1988,17/11/1988,2.317,0
Rothamsted,1b,1,*,b,1988,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,14/06/1988,15/06/1988,14/06/1988,15/06/1988,2.545,17/11/1988,17/11/1988,17/11/1988,17/11/1988,1.846,0
Rothamsted,1c,1,*,c,1988,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,14/06/1988,15/06/1988,14/06/1988,15/06/1988,1.989,17/11/1988,17/11/1988,17/11/1988,17/11/1988,1.491,0
Rothamsted,1d,1,*,d,1988,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,14/06/1988,15/06/1988,14/06/1988,15/06/1988,1.467,17/11/1988,17/11/1988,17/11/1988,17/11/1988,0.642,0
Rothamsted,1a,1,*,a,1989,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,12/06/1989,12/06/1989,12/06/1989,12/06/1989,1.646,26/09/1989,26/09/1989,26/09/1989,26/09/1989,1.277,0
Rothamsted,1b,1,*,b,1989,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,12/06/1989,12/06/1989,12/06/1989,12/06/1989,1.128,26/09/1989,26/09/1989,26/09/1989,26/09/1989,0.597,0
Rothamsted,1c,1,*,c,1989,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,12/06/1989,12/06/1989,12/06/1989,12/06/1989,0.557,26/09/1989,26/09/1989,26/09/1989,26/09/1989,0.172,0
Rothamsted,1d,1,*,d,1989,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,12/06/1989,12/06/1989,12/06/1989,12/06/1989,0.360,26/09/1989,26/09/1989,26/09/1989,26/09/1989,0.082,0
Rothamsted,1a,1,*,a,1990,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,8.700,0,0,0,0,0,0,0.003,02/07/1990,02/07/1990,02/07/1990,02/07/1990,2.178,19/11/1990,19/11/1990,19/11/1990,19/11/1990,0.946,0
Rothamsted,1b,1,*,b,1990,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,5.900,0,0,0,0,0,0,0.003,02/07/1990,02/07/1990,02/07/1990,02/07/1990,1.770,19/11/1990,19/11/1990,19/11/1990,19/11/1990,0.541,0
Rothamsted,1c,1,*,c,1990,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,6.700,0,0,0,0,0,0,0.003,02/07/1990,02/07/1990,02/07/1990,02/07/1990,0.762,19/11/1990,19/11/1990,19/11/1990,19/11/1990,0.38,0
Rothamsted,1d,1,*,d,1990,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,02/07/1990,02/07/1990,02/07/1990,02/07/1990,0.200,19/11/1990,19/11/1990,19/11/1990,19/11/1990,0.132,0
Rothamsted,1a,1,*,a,1991,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.003,09/07/1991,09/07/1991,09/07/1991,09/07/1991,2.083,04/11/1991,06/11/1991,04/11/1991,06/11/1991,2.152,0
Rothamsted,1b,1,*,b,1991,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.003,09/07/1991,09/07/1991,09/07/1991,09/07/1991,4.485,04/11/1991,06/11/1991,04/11/1991,06/11/1991,2.413,0
Rothamsted,1c,1,*,c,1991,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.003,09/07/1991,09/07/1991,09/07/1991,09/07/1991,2.644,04/11/1991,06/11/1991,04/11/1991,06/11/1991,1.257,0
Rothamsted,1d,1,*,d,1991,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.003,09/07/1991,09/07/1991,09/07/1991,09/07/1991,1.116,04/11/1991,06/11/1991,04/11/1991,06/11/1991,0.645,0
