year,block,main_plot,sub_plot,rotation_factor_level_code,n_or_c_treatment,phase_number,test_or_treatment_crop,crop_name,crop_code,crop_variety,note_id
1949,1,1,*,G,*,4,Initialising phase,Permanent grass,G,*,*
1949,1,2,*,G,*,4,Initialising phase,Permanent grass,G,*,*
1949,1,3,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,1,4,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,1,5,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1949,1,6,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1949,1,7,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,1,8,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,1,9,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,1,10,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,1,11,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,1,12,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,2,13,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1949,2,14,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1949,2,15,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1949,2,16,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1949,2,17,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1949,2,18,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1949,2,19,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,5
1949,2,20,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,5
1949,2,21,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Provence,*
1949,2,22,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Provence,*
1949,2,23,*,G,*,1,1st treatment crop,Permanent grass,G,*,*
1949,2,24,*,G,*,1,1st treatment crop,Permanent grass,G,*,*
1949,3,25,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1949,3,26,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1949,3,27,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,5
1949,3,28,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,5
1949,3,29,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1949,3,30,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1949,3,31,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1949,3,32,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1949,3,33,*,G,*,1,1st treatment crop,Permanent grass,G,*,*
1949,3,34,*,G,*,1,1st treatment crop,Permanent grass,G,*,*
1949,3,35,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Provence,*
1949,3,36,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Provence,*
1949,4,37,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,4,38,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,4,39,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1949,4,40,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1949,4,41,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,4,42,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,4,43,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,4,44,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,4,45,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,4,46,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1949,4,47,*,G,*,4,Initialising phase,Permanent grass,G,*,*
1949,4,48,*,G,*,4,Initialising phase,Permanent grass,G,*,*
1949,5,49,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,5,50,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,5,51,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,5,52,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,5,53,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,5,54,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,5,55,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,5,56,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,5,57,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,5,58,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,5,59,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,5,60,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,6,61,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,6,62,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,6,63,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,6,64,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,6,65,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,6,66,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,6,67,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,6,68,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,6,69,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,6,70,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,6,71,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,6,72,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,7,73,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,7,74,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,7,75,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,7,76,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,7,77,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,7,78,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,7,79,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,7,80,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,7,81,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,7,82,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,7,83,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,7,84,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,8,85,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,8,86,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,8,87,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,8,88,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,8,89,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,8,90,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,8,91,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,8,92,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,8,93,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,8,94,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,8,95,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,8,96,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,9,97,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,9,98,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,9,99,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,9,100,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,9,101,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,9,102,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,9,103,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,9,104,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,9,105,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,9,106,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,9,107,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,9,108,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,10,109,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,10,110,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,10,111,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,10,112,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,10,113,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,10,114,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,10,115,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,10,116,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,10,117,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,10,118,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,10,119,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,10,120,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,11,121,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,11,122,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,11,123,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,11,124,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,11,125,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,11,126,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,11,127,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,11,128,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,11,129,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,11,130,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,11,131,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,11,132,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,12,133,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,12,134,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,12,135,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,12,136,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,12,137,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,12,138,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,12,139,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,12,140,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,12,141,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,12,142,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,12,143,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1949,12,144,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,1,1,*,G,*,5,Initialising phase,Permanent grass,G,*,*
1950,1,2,*,G,*,5,Initialising phase,Permanent grass,G,*,*
1950,1,3,*,Lu,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,1,4,*,Lu,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,1,5,*,R,*,5,Initialising phase,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,1,6,*,R,*,5,Initialising phase,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,1,7,*,Cg,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,1,8,*,Cg,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,1,9,*,A,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,1,10,*,A,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,1,11,*,L,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,1,12,*,L,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,2,13,*,R,*,2,2nd treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,2,14,*,R,*,2,2nd treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,2,15,*,L,*,2,2nd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1950,2,16,*,L,*,2,2nd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1950,2,17,*,Cg,*,2,2nd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1950,2,18,*,Cg,*,2,2nd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1950,2,19,*,A,*,2,2nd treatment crop,Potatoes,P,Majestic,*
1950,2,20,*,A,*,2,2nd treatment crop,Potatoes,P,Majestic,*
1950,2,21,*,Lu,*,2,2nd treatment crop,Lucerne,Lu,Du Puits,*
1950,2,22,*,Lu,*,2,2nd treatment crop,Lucerne,Lu,Du Puits,*
1950,2,23,*,G,*,2,2nd treatment crop,Permanent grass,G,*,*
1950,2,24,*,G,*,2,2nd treatment crop,Permanent grass,G,*,*
1950,3,25,*,L,*,2,2nd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1950,3,26,*,L,*,2,2nd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1950,3,27,*,A,*,2,2nd treatment crop,Potatoes,P,Majestic,*
1950,3,28,*,A,*,2,2nd treatment crop,Potatoes,P,Majestic,*
1950,3,29,*,Cg,*,2,2nd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1950,3,30,*,Cg,*,2,2nd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1950,3,31,*,R,*,2,2nd treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,3,32,*,R,*,2,2nd treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,3,33,*,G,*,2,2nd treatment crop,Permanent grass,G,*,*
1950,3,34,*,G,*,2,2nd treatment crop,Permanent grass,G,*,*
1950,3,35,*,Lu,*,2,2nd treatment crop,Lucerne,Lu,Du Puits,*
1950,3,36,*,Lu,*,2,2nd treatment crop,Lucerne,Lu,Du Puits,*
1950,4,37,*,Lu,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,4,38,*,Lu,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,4,39,*,R,*,5,Initialising phase,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,4,40,*,R,*,5,Initialising phase,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,4,41,*,A,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,4,42,*,A,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,4,43,*,Cg,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,4,44,*,Cg,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,4,45,*,L,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,4,46,*,L,*,5,Initialising phase,Potatoes,P,Majestic,*
1950,4,47,*,G,*,5,Initialising phase,Permanent grass,G,*,*
1950,4,48,*,G,*,5,Initialising phase,Permanent grass,G,*,*
1950,5,49,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Du Puits,*
1950,5,50,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Du Puits,*
1950,5,51,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1950,5,52,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1950,5,53,*,G,*,1,1st treatment crop,Permanent grass,G,*,*
1950,5,54,*,G,*,1,1st treatment crop,Permanent grass,G,*,*
1950,5,55,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1950,5,56,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1950,5,57,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,5
1950,5,58,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,5
1950,5,59,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,5,60,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,6,61,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,6,62,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,6,63,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,6,64,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,6,65,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,6,66,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,6,67,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,6,68,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,6,69,*,G,*,4,Initialising phase,Permanent grass,G,*,*
1950,6,70,*,G,*,4,Initialising phase,Permanent grass,G,*,*
1950,6,71,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,6,72,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,7,73,*,G,*,4,Initialising phase,Permanent grass,G,*,*
1950,7,74,*,G,*,4,Initialising phase,Permanent grass,G,*,*
1950,7,75,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,7,76,*,L,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,7,77,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,7,78,*,R,*,4,Initialising phase,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,7,79,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,7,80,*,A,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,7,81,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,7,82,*,Cg,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,7,83,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,7,84,*,Lu,*,4,Initialising phase,Winter wheat,WW,Yeoman,*
1950,8,85,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Du Puits,*
1950,8,86,*,Lu,*,1,1st treatment crop,Lucerne,Lu,Du Puits,*
1950,8,87,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,8,88,*,R,*,1,1st treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1950,8,89,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,5
1950,8,90,*,A,*,1,1st treatment crop,Hay,H,Hay seed mix,5
1950,8,91,*,G,*,1,1st treatment crop,Permanent grass,G,*,*
1950,8,92,*,G,*,1,1st treatment crop,Permanent grass,G,*,*
1950,8,93,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1950,8,94,*,L,*,1,1st treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1950,8,95,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1950,8,96,*,Cg,*,1,1st treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1950,9,97,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,9,98,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,9,99,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,9,100,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,9,101,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,9,102,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,9,103,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,9,104,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,9,105,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,9,106,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,9,107,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,9,108,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,10,109,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,10,110,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,10,111,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,10,112,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,10,113,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,10,114,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,10,115,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,10,116,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,10,117,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,10,118,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,10,119,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,10,120,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,11,121,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,11,122,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,11,123,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,11,124,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,11,125,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,11,126,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,11,127,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,11,128,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,11,129,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,11,130,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,11,131,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,11,132,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,12,133,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,12,134,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,12,135,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,12,136,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,12,137,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,12,138,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,12,139,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,12,140,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,12,141,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,12,142,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,12,143,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1950,12,144,*,G,*,Pre-experiment,Pre-experiment,Permanent grass,G,*,*
1951,1,1,*,G,*,6,Initialising phase,Permanent grass,G,*,*
1951,1,2,*,G,*,6,Initialising phase,Permanent grass,G,*,*
1951,1,3,*,Lu,*,6,Initialising phase,Spring barley,B,Plumage Archer,*
1951,1,4,*,Lu,*,6,Initialising phase,Spring barley,B,Plumage Archer,*
1951,1,5,*,R,*,6,Initialising phase,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1951,1,6,*,R,*,6,Initialising phase,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1951,1,7,*,Cg,*,6,Initialising phase,Spring barley,B,Plumage Archer,*
1951,1,8,*,Cg,*,6,Initialising phase,Spring barley,B,Plumage Archer,*
1951,1,9,*,A,*,6,Initialising phase,Spring barley,B,Plumage Archer,*
1951,1,10,*,A,*,6,Initialising phase,Spring barley,B,Plumage Archer,*
1951,1,11,*,L,*,6,Initialising phase,Spring barley,B,Plumage Archer,*
1951,1,12,*,L,*,6,Initialising phase,Spring barley,B,Plumage Archer,*
1951,2,13,*,R,*,3,3rd treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1951,2,14,*,R,*,3,3rd treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1951,2,15,*,L,*,3,3rd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1951,2,16,*,L,*,3,3rd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1951,2,17,*,Cg,*,3,3rd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1951,2,18,*,Cg,*,3,3rd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1951,2,19,*,A,*,3,3rd treatment crop,Spring barley,B,Plumage Archer,*
1951,2,20,*,A,*,3,3rd treatment crop,Spring barley,B,Plumage Archer,*
1951,2,21,*,Lu,*,3,3rd treatment crop,Lucerne,Lu,Du Puits,*
1951,2,22,*,Lu,*,3,3rd treatment crop,Lucerne,Lu,Du Puits,*
1951,2,23,*,G,*,3,3rd treatment crop,Permanent grass,G,*,*
1951,2,24,*,G,*,3,3rd treatment crop,Permanent grass,G,*,*
1951,3,25,*,L,*,3,3rd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1951,3,26,*,L,*,3,3rd treatment crop,Grazed grass/clover ley,L,Grazed grass/clover ley seed mix,5
1951,3,27,*,A,*,3,3rd treatment crop,Spring barley,B,Plumage Archer,*
1951,3,28,*,A,*,3,3rd treatment crop,Spring barley,B,Plumage Archer,*
1951,3,29,*,Cg,*,3,3rd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1951,3,30,*,Cg,*,3,3rd treatment crop,Cut grass/clover ley,Cg,Cut grass/clover ley seed mix,5
1951,3,31,*,R,*,3,3rd treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
1951,3,32,*,R,*,3,3rd treatment crop,Reseeded grass/clover,R,Reseeded grass/clover seed mix,5
