plot,sub_plot,sub_sub_plot,year_of_1st_split,year_of_2nd_split,harvest_year,fertilizer_code,lime_factor_level,lime_rate,lime_date,fym_factor_level,fym_amount,fym_n,rape_cake_factor_level,rape_cake_n,n_factor_level,fertilizer_n_amount,p_factor_level,p_amount,k_factor_level,k_amount,na_factor_level,na_amount,mg_factor_level,mg_amount,sow_date,cultivar,area_ha,grain,straw,grain_%_n,note_id
3,a,ii,1907.000,1921.000,1894,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,27/03/1894,Golden Melon,0.025,2.421,2.992,1.870,*
3,a,ii,1907.000,1921.000,1895,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,01/04/1895,Golden Melon,0.025,1.042,1.247,2.440,*
3,a,ii,1907.000,1921.000,1896,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,02/04/1896,Golden Melon,0.025,1.166,1.736,*,*
3,a,ii,1907.000,1921.000,1897,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,10/04/1897,Golden Melon,0.025,1.259,1.904,*,*
3,a,ii,1907.000,1921.000,1898,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,26/02/1898,Golden Melon,0.025,1.391,2.045,1.880,*
3,a,ii,1907.000,1921.000,1899,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,17/03/1899,Archer's Stiff-Straw,0.025,1.959,2.105,2.070,*
3,a,ii,1907.000,1921.000,1900,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1900-03-28 00:00:00,Archer's Stiff-Straw,0.025,1.421,1.724,2.280,*
3,a,ii,1907.000,1921.000,1901,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1901-04-17 00:00:00,Standwell,0.025,1.241,1.163,2.590,*
3,a,ii,1907.000,1921.000,1902,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1902-03-22 00:00:00,Hallett's Pedigree,0.025,2.382,2.653,1.930,*
3,a,ii,1907.000,1921.000,1903,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1903-03-20 00:00:00,Standwell,0.025,0.616,1.147,1.720,*
3,a,ii,1907.000,1921.000,1904,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1904-03-24 00:00:00,Chevalier,0.025,0.672,0.832,2.090,*
3,a,ii,1907.000,1921.000,1905,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1905-03-10 00:00:00,Chevalier,0.025,1.131,1.508,2.290,*
3,a,ii,1907.000,1921.000,1906,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1906-04-04 00:00:00,Chevalier,0.025,2.239,2.464,1.970,*
3,a,ii,1907.000,1921.000,1907,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1907-03-20 00:00:00,Chevalier,0.025,2.135,3.007,1.750,12
3,a,ii,1907.000,1921.000,1908,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1908-03-24 00:00:00,Chevalier,0.025,1.078,1.276,2.030,*
3,a,ii,1907.000,1921.000,1909,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1909-04-12 00:00:00,Goldthorpe,0.025,1.163,2.573,1.940,*
3,a,ii,1907.000,1921.000,1910,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1910-03-22 00:00:00,Goldthorpe,0.025,0.693,1.337,1.660,*
3,a,ii,1907.000,1921.000,1911,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1911-04-10 00:00:00,Goldthorpe,0.025,0.229,0.406,2.540,*
3,a,ii,1907.000,1921.000,1912,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1912-04-09 00:00:00,Goldthorpe,0.025,0.467,1.435,1.880,*
3,a,ii,1907.000,1921.000,1913,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1913-03-31 00:00:00,Chevalier,0.025,0.944,1.229,2.140,*
3,a,ii,1907.000,1921.000,1914,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1914-04-04 00:00:00,Chevalier,0.025,0.726,1.390,2.350,*
3,a,ii,1907.000,1921.000,1915,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1915-03-31 00:00:00,Chevalier,0.025,0.500,1.076,2.050,*
3,a,ii,1907.000,1921.000,1916,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1916-04-13 00:00:00,Chevalier,0.025,1.358,2.530,1.880,*
3,a,ii,1907.000,1921.000,1917,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1917-04-23 00:00:00,Chevalier,0.025,1.043,1.623,2.180,*
3,a,ii,1907.000,1921.000,1918,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1918-03-26 00:00:00,Chevalier,0.025,1.115,1.379,1.710,*
3,a,ii,1907.000,1921.000,1919,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1919-04-19 00:00:00,Chevalier,0.025,0.633,0.907,2.130,*
3,a,ii,1907.000,1921.000,1920,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1920-04-07 00:00:00,Plumage ,0.025,0.659,1.141,1.820,*
3,a,ii,1907.000,1921.000,1921,N2*,L2,9.000,Jan 1921,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1921-04-21 00:00:00,Chevalier,0.025,0.257,0.547,*,26
3,a,ii,1907.000,1921.000,1922,N2*,L2,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1922-04-18 00:00:00,Plumage Archer,0.025,1.253,2.014,*,*
3,a,ii,1907.000,1921.000,1923,N2*,L2,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1923-04-05 00:00:00,Plumage Archer,0.025,0.468,1.219,*,*
3,a,ii,1907.000,1921.000,1924,N2*,L2,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1924-03-10 00:00:00,Plumage Archer,0.025,0.202,0.928,*,*
3,a,ii,1907.000,1921.000,1925,N2*,L2,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1925-04-17 00:00:00,Plumage Archer,0.025,0.252,0.476,*,*
3,a,ii,1907.000,1921.000,1926,N2*,L2,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1926-04-09 00:00:00,Plumage Archer,0.025,0.412,0.999,*,*
3,b,i,1907.000,1921.000,1877,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,*,*,0.025,1.637,2.416,*,24
3,b,i,1907.000,1921.000,1878,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,06/03/1878,*,0.025,1.829,2.984,*,24
3,b,i,1907.000,1921.000,1879,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,18/03/1879,*,0.025,1.181,2.189,*,24
3,b,i,1907.000,1921.000,1880,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,20/03/1880,*,0.025,2.629,3.334,*,*
3,b,i,1907.000,1921.000,1881,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,11/04/1881,Chevalier,0.025,2.725,3.070,*,*
3,b,i,1907.000,1921.000,1882,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,25/03/1882,Chevalier,0.025,2.909,3.968,*,*
3,b,i,1907.000,1921.000,1883,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,31/03/1883,Oakshott's Golden Melon,0.025,3.036,4.682,*,*
3,b,i,1907.000,1921.000,1884,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,20/03/1884,Oakshott's Golden Melon,0.025,3.141,3.592,*,*
3,b,i,1907.000,1921.000,1885,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,28/03/1885,Oakshott's Golden Melon,0.025,2.123,2.611,2.110,*
3,b,i,1907.000,1921.000,1886,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,10/04/1886,Golden Melon,0.025,2.269,2.667,1.940,*
3,b,i,1907.000,1921.000,1887,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,22/03/1887,Golden Melon,0.025,1.793,2.220,2.400,*
3,b,i,1907.000,1921.000,1888,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,04/04/1888,*,0.025,2.162,2.798,1.850,*
3,b,i,1907.000,1921.000,1889,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,13/03/1889,Webb's Melon,0.025,1.597,1.913,*,*
3,b,i,1907.000,1921.000,1890,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,02/04/1890,Golden Melon,0.025,2.272,2.644,2.050,*
3,b,i,1907.000,1921.000,1891,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,26/03/1891,Golden Melon,0.025,1.642,2.649,1.710,*
3,b,i,1907.000,1921.000,1892,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,30/03/1892,Golden Melon,0.025,2.447,2.928,1.840,*
3,b,i,1907.000,1921.000,1893,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,23/03/1893,Golden Melon,0.025,1.168,1.339,*,*
3,b,i,1907.000,1921.000,1894,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,27/03/1894,Golden Melon,0.025,2.421,2.992,1.870,*
3,b,i,1907.000,1921.000,1895,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,01/04/1895,Golden Melon,0.025,1.042,1.247,2.440,*
3,b,i,1907.000,1921.000,1896,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,02/04/1896,Golden Melon,0.025,1.166,1.736,*,*
3,b,i,1907.000,1921.000,1897,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,10/04/1897,Golden Melon,0.025,1.259,1.904,*,*
3,b,i,1907.000,1921.000,1898,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,26/02/1898,Golden Melon,0.025,1.391,2.045,1.880,*
3,b,i,1907.000,1921.000,1899,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,17/03/1899,Archer's Stiff-Straw,0.025,1.959,2.105,2.070,*
3,b,i,1907.000,1921.000,1900,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1900-03-28 00:00:00,Archer's Stiff-Straw,0.025,1.421,1.724,2.280,*
3,b,i,1907.000,1921.000,1901,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1901-04-17 00:00:00,Standwell,0.025,1.241,1.163,2.590,*
3,b,i,1907.000,1921.000,1902,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1902-03-22 00:00:00,Hallett's Pedigree,0.025,2.382,2.653,1.930,*
3,b,i,1907.000,1921.000,1903,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1903-03-20 00:00:00,Standwell,0.025,0.616,1.147,1.720,*
3,b,i,1907.000,1921.000,1904,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1904-03-24 00:00:00,Chevalier,0.025,0.672,0.832,2.090,*
3,b,i,1907.000,1921.000,1905,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1905-03-10 00:00:00,Chevalier,0.025,1.131,1.508,2.290,*
3,b,i,1907.000,1921.000,1906,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1906-04-04 00:00:00,Chevalier,0.025,2.239,2.464,1.970,*
3,b,i,1907.000,1921.000,1906,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1906-04-04 00:00:00,Chevalier,0.025,2.239,2.464,1.550,*
3,b,i,1907.000,1921.000,1907,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1907-03-20 00:00:00,Chevalier,0.025,1.814,2.318,1.830,12
3,b,i,1907.000,1921.000,1908,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1908-03-24 00:00:00,Chevalier,0.025,0.887,1.072,1.760,*
3,b,i,1907.000,1921.000,1909,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1909-04-12 00:00:00,Goldthorpe,0.025,1.139,1.827,1.550,*
3,b,i,1907.000,1921.000,1910,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1910-03-22 00:00:00,Goldthorpe,0.025,0.398,0.696,2.700,*
3,b,i,1907.000,1921.000,1911,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1911-04-10 00:00:00,Goldthorpe,0.025,0.109,0.359,1.820,*
3,b,i,1907.000,1921.000,1912,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1912-04-09 00:00:00,Goldthorpe,0.025,0.648,1.199,2.060,*
3,b,i,1907.000,1921.000,1913,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1913-03-31 00:00:00,Chevalier,0.025,0.880,1.211,2.270,*
3,b,i,1907.000,1921.000,1914,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1914-04-04 00:00:00,Chevalier,0.025,0.969,1.622,2.040,*
3,b,i,1907.000,1921.000,1915,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1915-03-31 00:00:00,Chevalier,0.025,0.525,0.953,1.670,*
3,b,i,1907.000,1921.000,1916,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1916-04-13 00:00:00,Chevalier,0.025,1.036,1.751,2.000,*
3,b,i,1907.000,1921.000,1917,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1917-04-23 00:00:00,Chevalier,0.025,0.961,1.438,1.630,*
3,b,i,1907.000,1921.000,1918,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1918-03-26 00:00:00,Chevalier,0.025,0.441,0.471,2.120,*
3,b,i,1907.000,1921.000,1919,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1919-04-19 00:00:00,Chevalier,0.025,0.591,0.758,1.620,*
3,b,i,1907.000,1921.000,1920,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1920-04-07 00:00:00,Plumage ,0.025,0.394,0.770,2.500,*
3,b,i,1907.000,1921.000,1921,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1921-04-21 00:00:00,Chevalier,0.025,0.274,0.547,1.780,*
3,b,i,1907.000,1921.000,1922,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1922-04-18 00:00:00,Plumage Archer,0.025,0.971,1.108,2.150,*
3,b,i,1907.000,1921.000,1923,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1923-04-05 00:00:00,Plumage Archer,0.025,0.285,1.067,1.510,*
3,b,i,1907.000,1921.000,1924,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1924-03-10 00:00:00,Plumage Archer,0.025,0.258,0.973,2.180,*
3,b,i,1907.000,1921.000,1925,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1925-04-17 00:00:00,Plumage Archer,0.025,0.450,0.968,1.960,*
3,b,i,1907.000,1921.000,1926,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1926-04-09 00:00:00,Plumage Archer,0.025,0.387,0.999,*,*
3,b,ii,1907.000,1921.000,1877,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,*,*,0.025,1.637,2.416,*,24
3,b,ii,1907.000,1921.000,1878,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,06/03/1878,*,0.025,1.829,2.984,*,24
3,b,ii,1907.000,1921.000,1879,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,18/03/1879,*,0.025,1.181,2.189,*,24
3,b,ii,1907.000,1921.000,1880,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,20/03/1880,*,0.025,2.629,3.334,*,*
3,b,ii,1907.000,1921.000,1881,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,11/04/1881,Chevalier,0.025,2.725,3.070,*,*
3,b,ii,1907.000,1921.000,1882,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,25/03/1882,Chevalier,0.025,2.909,3.968,*,*
3,b,ii,1907.000,1921.000,1883,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,31/03/1883,Oakshott's Golden Melon,0.025,3.036,4.682,*,*
3,b,ii,1907.000,1921.000,1884,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,20/03/1884,Oakshott's Golden Melon,0.025,3.141,3.592,2.110,*
3,b,ii,1907.000,1921.000,1885,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,28/03/1885,Oakshott's Golden Melon,0.025,2.123,2.611,1.940,*
3,b,ii,1907.000,1921.000,1886,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,10/04/1886,Golden Melon,0.025,2.269,2.667,2.400,*
3,b,ii,1907.000,1921.000,1887,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,22/03/1887,Golden Melon,0.025,1.793,2.220,1.850,*
3,b,ii,1907.000,1921.000,1888,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,04/04/1888,*,0.025,2.162,2.798,*,*
3,b,ii,1907.000,1921.000,1889,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,13/03/1889,Webb's Melon,0.025,1.597,1.913,2.050,*
3,b,ii,1907.000,1921.000,1890,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,02/04/1890,Golden Melon,0.025,2.272,2.644,1.710,*
3,b,ii,1907.000,1921.000,1891,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,26/03/1891,Golden Melon,0.025,1.642,2.649,1.840,*
3,b,ii,1907.000,1921.000,1892,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,30/03/1892,Golden Melon,0.025,2.447,2.928,*,*
3,b,ii,1907.000,1921.000,1893,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,23/03/1893,Golden Melon,0.025,1.168,1.339,1.870,*
3,b,ii,1907.000,1921.000,1894,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,27/03/1894,Golden Melon,0.025,2.421,2.992,2.440,*
3,b,ii,1907.000,1921.000,1895,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,01/04/1895,Golden Melon,0.025,1.042,1.247,*,*
3,b,ii,1907.000,1921.000,1896,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,02/04/1896,Golden Melon,0.025,1.166,1.736,*,*
3,b,ii,1907.000,1921.000,1897,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,10/04/1897,Golden Melon,0.025,1.259,1.904,1.880,*
3,b,ii,1907.000,1921.000,1898,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,26/02/1898,Golden Melon,0.025,1.391,2.045,2.070,*
3,b,ii,1907.000,1921.000,1899,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,17/03/1899,Archer's Stiff-Straw,0.025,1.959,2.105,2.280,*
3,b,ii,1907.000,1921.000,1900,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1900-03-28 00:00:00,Archer's Stiff-Straw,0.025,1.421,1.724,2.590,*
3,b,ii,1907.000,1921.000,1901,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1901-04-17 00:00:00,Standwell,0.025,1.241,1.163,1.930,*
3,b,ii,1907.000,1921.000,1902,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1902-03-22 00:00:00,Hallett's Pedigree,0.025,2.382,2.653,1.720,*
3,b,ii,1907.000,1921.000,1903,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1903-03-20 00:00:00,Standwell,0.025,0.616,1.147,2.090,*
3,b,ii,1907.000,1921.000,1904,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1904-03-24 00:00:00,Chevalier,0.025,0.672,0.832,2.290,*
3,b,ii,1907.000,1921.000,1905,N2*,L0,0.000,*,nil,0.000,0,nil,0,N2*,46,nil,0,nil,0,nil,0,nil,0,1905-03-10 00:00:00,Chevalier,0.025,1.131,1.508,1.970,*
3,b,ii,1907.000,1921.000,1907,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1907-03-20 00:00:00,Chevalier,0.025,1.814,2.318,1.550,12
3,b,ii,1907.000,1921.000,1908,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1908-03-24 00:00:00,Chevalier,0.025,0.887,1.072,1.830,*
3,b,ii,1907.000,1921.000,1909,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1909-04-12 00:00:00,Goldthorpe,0.025,1.139,1.827,1.760,*
3,b,ii,1907.000,1921.000,1910,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1910-03-22 00:00:00,Goldthorpe,0.025,0.398,0.696,1.550,*
3,b,ii,1907.000,1921.000,1911,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1911-04-10 00:00:00,Goldthorpe,0.025,0.109,0.359,2.700,*
3,b,ii,1907.000,1921.000,1912,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1912-04-09 00:00:00,Goldthorpe,0.025,0.648,1.199,1.820,*
3,b,ii,1907.000,1921.000,1913,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1913-03-31 00:00:00,Chevalier,0.025,0.880,1.211,2.060,*
3,b,ii,1907.000,1921.000,1914,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1914-04-04 00:00:00,Chevalier,0.025,0.969,1.622,2.270,*
3,b,ii,1907.000,1921.000,1915,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1915-03-31 00:00:00,Chevalier,0.025,0.525,0.953,2.040,*
3,b,ii,1907.000,1921.000,1916,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1916-04-13 00:00:00,Chevalier,0.025,1.036,1.751,1.670,*
3,b,ii,1907.000,1921.000,1917,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1917-04-23 00:00:00,Chevalier,0.025,0.961,1.438,2.000,*
3,b,ii,1907.000,1921.000,1918,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1918-03-26 00:00:00,Chevalier,0.025,0.441,0.471,1.630,*
3,b,ii,1907.000,1921.000,1919,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1919-04-19 00:00:00,Chevalier,0.025,0.591,0.758,2.120,*
3,b,ii,1907.000,1921.000,1920,N1*,L0,0.000,*,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1920-04-07 00:00:00,Plumage ,0.025,0.394,0.770,1.620,*
3,b,ii,1907.000,1921.000,1921,N1*,L2,9.000,Jan 1921,nil,0.000,0,nil,0,N1*,23,nil,0,nil,0,nil,0,nil,0,1921-04-21 00:00:00,Chevalier,0.025,0.278,0.601,*,26
