year,block,main_plot,fym_factor_level,rotation_type,rotation_factor_level,phase_number,test_or_treatment,crop_name,crop_code,crop_variety,management_note_id,note_id
1978,5,74,none,arable,AF,5,2nd test crop,spring barley,B,Porthos,*,*
1979,5,74,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1980,5,74,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1981,5,74,none,arable,AF,3,3rd treatment crop,spring beans,BE*,Minden,*,4
1982,5,74,none,arable,AF,4,1st test crop,winter wheat,W,Avalon,*,*
1983,5,74,none,arable,AF,5,2nd test crop,spring barley,B,Triumph,*,*
1984,5,74,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1985,5,74,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1986,5,74,none,arable,AF,3,3rd treatment crop,winter beans,BE,Banner,*,*
1987,5,74,none,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1988,5,74,none,arable,AF,5,2nd test crop,spring barley,B,Klaxon,*,*
1989,5,74,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1990,5,74,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1991,5,74,none,arable,AF,3,3rd treatment crop,winter beans,BE,Banner,*,*
1992,5,74,none,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1993,5,74,none,arable,AF,5,2nd test crop,winter rye,R ,Amando,*,*
1994,5,74,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1995,5,74,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1996,5,74,none,arable,AF,3,3rd treatment crop,winter beans,BE,Punch,*,*
1997,5,74,none,arable,AF,4,1st test crop,winter wheat,W,Hereward,*,*
1998,5,74,none,arable,AF,5,2nd test crop,winter rye,R ,Esprit,*,*
1999,5,74,none,arable,AM,1,1st treatment crop,winter rye,R ,Esprit,*,*
2000,5,74,none,arable,AM,2,2nd treatment crop,winter beans,BE,Punch C,*,*
2001,5,74,none,arable,AM,3,3rd treatment crop,forage maize,M,Orient,*,*
2002,5,74,none,arable,AM,4,1st test crop,winter wheat,W,Claire,*,*
2003,5,74,none,arable,AM,5,2nd test crop,winter rye,R ,Picasso:Nikita,*,*
2004,5,74,none,arable,AM,1,1st treatment crop,winter rye,R ,Picasso:Nikita,*,*
2005,5,74,none,arable,AM,2,2nd treatment crop,winter beans,BE,Clipper,*,*
2006,5,74,none,arable,AM,3,3rd treatment crop,forage maize,M,Hudson,*,*
2007,5,74,none,arable,AM,4,1st test crop,winter wheat,W,Glasgow,*,*
2008,5,74,none,arable,AM,5,2nd test crop,winter rye,R ,Matador,*,*
2009,5,74,none,arable,AO,1,1st treatment crop,winter rye,R ,Organic Matador,*,*
2010,5,74,none,arable,AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2011,5,74,none,arable,AO,3,3rd treatment crop,winter oats,O,Gerald,*,*
2012,5,74,none,arable,AO,4,1st test crop,winter wheat,W,Solstice,*,*
2013,5,74,none,arable,AO,5,2nd test crop,spring rye,R*,Ovid,*,9
2014,5,74,none,arable,AO,1,1st treatment crop,winter rye,R ,Kapitan,*,*
2015,5,74,none,arable,AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2016,5,74,none,arable,AO,3,3rd treatment crop,winter oats,O,Mascani,*,*
2017,5,74,none,arable,AO,4,1st test crop,winter wheat,W,Crusoe,*,*
2018,5,74,none,arable,AO,5,2nd test crop,winter rye,R ,Mephisto,*,*
2019,5,74,none,arable,AO,1,1st treatment crop,winter rye,R ,Mephisto,*,*
2020,5,74,none,arable,AO,2,2nd treatment crop,winter beans,BE,Tundra,*,*
1938,5,75,FYM,alternating arable and ley-arable,Ah/L,0,Initialising phase,spring barley,B,Plumage Archer,*,24
1939,5,75,FYM,alternating arable and ley-arable,Ah/L,1,1st treatment crop,potatoes,P,Majestic,*,*
1940,5,75,FYM,alternating arable and ley-arable,Ah/L,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1941,5,75,FYM,alternating arable and ley-arable,Ah/L,3,3rd treatment crop,kale,K,Thousand Head,*,*
1942,5,75,FYM,alternating arable and ley-arable,Ah/L,4,1st test crop,potatoes,P,Majestic,*,*
1943,5,75,FYM,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1944,5,75,FYM,alternating arable and ley-arable,Ah/L,1,1st year ley treatment,grazed ley,L1,Italian ryegrass; S.23 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,*
1945,5,75,FYM,alternating arable and ley-arable,Ah/L,2,2nd year ley treatment,grazed ley,L2,Italian ryegrass; S.23 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,*
1946,5,75,FYM,alternating arable and ley-arable,Ah/L,3,3rd year ley treatment,grazed ley,L3,Italian ryegrass; S.23 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,*
1947,5,75,FYM,alternating arable and ley-arable,Ah/L,4,1st test crop,potatoes,P,Majestic,*,*
1948,5,75,FYM,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1949,5,75,FYM,alternating arable and ley-arable,Ah/L,1,1st treatment crop,potatoes,P,Majestic,*,*
1950,5,75,FYM,alternating arable and ley-arable,Ah/L,2,2nd treatment crop,winter rye,R ,King II,*,*
1951,5,75,FYM,alternating arable and ley-arable,Ah/L,3,3rd treatment crop,hay,H,S.24 perennial ryegrass; late-flowering red clover; alsike clover,4.000,*
1952,5,75,FYM,alternating arable and ley-arable,Ah/L,4,1st test crop,potatoes,P,Majestic,*,*
1953,5,75,FYM,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1954,5,75,FYM,alternating arable and ley-arable,Ah/L,1,1st year ley treatment,lucerne,Lu1,Du Puits,3.000,*
1955,5,75,FYM,alternating arable and ley-arable,Ah/L,2,2nd year ley treatment,lucerne,Lu2,Du Puits,3.000,*
1956,5,75,FYM,alternating arable and ley-arable,Ah/L,3,3rd year ley treatment,lucerne,Lu3,Du Puits,3.000,*
1957,5,75,FYM,alternating arable and ley-arable,Ah/L,4,1st test crop,sugar beet,SBe,Klein E,*,*
1958,5,75,FYM,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Herta,*,*
1959,5,75,FYM,alternating arable and ley-arable,Ah/L,1,1st treatment crop,potatoes,P,Majestic,*,*
1960,5,75,FYM,alternating arable and ley-arable,Ah/L,2,2nd treatment crop,winter rye,R ,King II,*,*
1961,5,75,FYM,alternating arable and ley-arable,Ah/L,3,3rd treatment crop,carrots,C,James's Scarlet Intermediate,*,*
1962,5,75,FYM,alternating arable and ley-arable,Ah/L,4,1st test crop,sugar beet,SBe,Klein E,*,*
1963,5,75,FYM,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Proctor,*,*
1964,5,75,FYM,alternating arable and ley-arable,Ah/L,1,1st year ley treatment,grazed ley,L1,S.24 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,2
1965,5,75,FYM,alternating arable and ley-arable,Ah/L,2,2nd year ley treatment,grazed ley,L2,S.24 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,2
1966,5,75,FYM,alternating arable and ley-arable,Ah/L,3,3rd year ley treatment,grazed ley,L3,S.24 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,2
1967,5,75,FYM,alternating arable and ley-arable,Ah/L,4,1st test crop,sugar beet,SBe,Klein E,*,*
1968,5,75,FYM,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Maris Badger,*,*
1969,5,75,FYM,alternating arable and ley-arable,Ah/L,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1970,5,75,FYM,alternating arable and ley-arable,Ah/L,2,2nd treatment crop,winter rye,R ,King II,*,*
1971,5,75,FYM,alternating arable and ley-arable,Ah/L,3,3rd treatment crop,hay,H,S.24 perennial ryegrass; late-flowering red clover; alsike clover,4.000,*
1972,5,75,FYM,alternating arable and ley-arable,Ah/L,4,1st test crop,potatoes,P,Maris Piper,*,*
1973,5,75,FYM,alternating arable and ley-arable,Ah/L,5,2nd test crop,winter wheat,W,Cappelle,*,*
1974,5,75,FYM,3-yr lucerne ley-arable,Lu,1,1st year ley treatment,red clover,CL1,S.123,3.000,*
1975,5,75,FYM,3-yr lucerne ley-arable,Lu,2,2nd year ley treatment,red clover,CL2,S.123,3.000,*
1976,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,3,3rd year ley treatment,clover grass ley,Lc3,S.51 timothy; S.215 meadow fescue; S.100 white clover; ,6.000,11
1977,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,4,4th year ley treatment,clover grass ley,Lc4,S.51 timothy; S.215 meadow fescue; S.100 white clover; ,6.000,*
1978,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,5,5th year ley treatment,clover grass ley,Lc5,S.51 timothy; S.215 meadow fescue; S.100 white clover; ,6.000,*
1979,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,6,6th year ley treatment,clover grass ley,Lc6,S.51 timothy; S.215 meadow fescue; S.100 white clover; ,6.000,*
1980,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,7,7th year ley treatment,clover grass ley,Lc7,S.51 timothy; S.215 meadow fescue; S.100 white clover; ,6.000,*
1981,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,8,8th year ley treatment,clover grass ley,Lc8,S.51 timothy; S.215 meadow fescue; S.100 white clover; ,6.000,*
1982,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,9,1st test crop,winter wheat,W,Avalon,*,*
1983,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,10,2nd test crop,spring barley,B,Triumph,*,*
1984,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,1,1st year ley treatment,clover grass ley,Lc1,Climax timothy; meadow fescue; Huia white clover,6.000,*
1985,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,2,2nd year ley treatment,clover grass ley,Lc2,Climax timothy; meadow fescue; Huia white clover,6.000,*
1986,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,3,3rd year ley treatment,clover grass ley,Lc3,Climax timothy; meadow fescue; Huia white clover,6.000,*
1987,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,4,4th year ley treatment,clover grass ley,Lc4,Climax timothy; meadow fescue; Huia white clover,6.000,*
1988,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,5,5th year ley treatment,clover grass ley,Lc5,Climax timothy; meadow fescue; Huia white clover,6.000,*
1989,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,6,6th year ley treatment,clover grass ley,Lc6,Climax timothy; meadow fescue; Huia white clover,6.000,*
1990,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,7,7th year ley treatment,clover grass ley,Lc7,Climax timothy; meadow fescue; Huia white clover,6.000,*
1991,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,8,8th year ley treatment,clover grass ley,Lc8,Climax timothy; meadow fescue; Huia white clover,6.000,*
1992,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,9,1st test crop,winter wheat,W,Mercia,*,*
1993,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,10,2nd test crop,winter rye,R ,Amando,*,*
1994,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,1,1st year ley treatment,clover grass ley,Lc1,Erecta timothy; Bundy meadow fescue; Huia white clover,6.000,*
1995,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,2,2nd year ley treatment,clover grass ley,Lc2,Erecta timothy; Bundy meadow fescue; Huia white clover,6.000,*
1996,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,3,3rd year ley treatment,clover grass ley,Lc3,Erecta timothy; Bundy meadow fescue; Huia white clover,6.000,*
1997,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,4,4th year ley treatment,clover grass ley,Lc4,Erecta timothy; Bundy meadow fescue; Huia white clover,6.000,*
1998,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,5,5th year ley treatment,clover grass ley,Lc5,Erecta timothy; Bundy meadow fescue; Huia white clover,6.000,*
1999,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,6,6th year ley treatment,clover grass ley,Lc6,Erecta timothy; Bundy meadow fescue; Huia white clover,6.000,*
2000,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,7,7th year ley treatment,clover grass ley,Lc7,Erecta timothy; Bundy meadow fescue; Huia white clover,6.000,*
2001,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,8,8th year ley treatment,clover grass ley,Lc8,Erecta timothy; Bundy meadow fescue; Huia white clover,6.000,*
2002,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,9,1st test crop,winter wheat,W,Claire,*,*
2003,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,10,2nd test crop,winter rye,R ,Picasso:Nikita,*,*
2004,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,1,1st year ley treatment,clover grass ley,Lc1,Promesse timothy; Senu meadow fescue; Merwi white clover,6.000,*
2005,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,2,2nd year ley treatment,clover grass ley,Lc2,Promesse timothy; Senu meadow fescue; Merwi white clover,6.000,*
2006,5,75,FYM,8-yr grass/clover ley-arable,LLc8_1st_cycle,3,3rd year ley treatment,clover grass ley,Lc3,Promesse timothy; Senu meadow fescue; Merwi white clover,6.000,*
2007,5,75,FYM,arable after 8-yr grass/clover leys,LLc/ABe,4,1st test crop,winter wheat,W,Glasgow,*,*
2008,5,75,FYM,arable after 8-yr grass/clover leys,LLc/ABe,5,2nd test crop,winter rye,R ,Matador,*,*
2009,5,75,FYM,arable after 8-yr grass/clover leys,LLc/ABe,1,1st treatment crop,winter rye,R ,Organic Matador,*,*
2010,5,75,FYM,arable after 8-yr grass/clover leys,LLc/ABe,2,2nd treatment crop,winter oats,O,Gerald,*,*
2011,5,75,FYM,arable after 8-yr grass/clover leys,LLc/ABe,3,3rd treatment crop,winter beans,BE,Wizard,*,*
2012,5,75,FYM,arable after 8-yr grass/clover leys,LLc/ABe,4,1st test crop,winter wheat,W,Solstice,*,*
2013,5,75,FYM,arable after 8 year grass/clover leys,LLc/ABe,5,2nd test crop,spring rye,R*,Ovid,*,9
2014,5,75,FYM,arable after 8-yr grass/clover leys,LLc/ABe,1,1st treatment crop,winter rye,R ,Kapitan,*,*
2015,5,75,FYM,arable after 8-yr grass/clover leys,LLc/ABe,2,2nd treatment crop,winter oats,O,Gerald,*,*
2016,5,75,FYM,arable after 8-yr grass/clover leys,LLc/ABe,3,3rd treatment crop,winter beans,BE,Wizard,*,*
2017,5,75,FYM,arable after 8-yr grass/clover leys,LLc/ABe,4,1st test crop,winter wheat,W,Crusoe,*,*
2018,5,75,FYM,arable after 8-yr grass/clover leys,LLc/ABe,5,2nd test crop,winter rye,R ,Mephisto,*,*
2019,5,75,FYM,arable after 8-yr grass/clover leys,LLc/ABe,1,1st treatment crop,winter rye,R ,Mephisto,*,*
2020,5,75,FYM,arable after 8-yr grass/clover leys,LLc/ABe,2,2nd treatment crop,winter oats,O,Miscani,*,*
1938,5,76,none,alternating arable and ley-arable,Ah/L,0,Initialising phase,spring barley,B,Plumage Archer,*,24
1939,5,76,none,alternating arable and ley-arable,Ah/L,1,1st treatment crop,potatoes,P,Majestic,*,*
1940,5,76,none,alternating arable and ley-arable,Ah/L,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1941,5,76,none,alternating arable and ley-arable,Ah/L,3,3rd treatment crop,kale,K,Thousand Head,*,*
1942,5,76,none,alternating arable and ley-arable,Ah/L,4,1st test crop,potatoes,P,Majestic,*,*
1943,5,76,none,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1944,5,76,none,alternating arable and ley-arable,Ah/L,1,1st year ley treatment,grazed ley,L1,Italian ryegrass; S.23 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,*
1945,5,76,none,alternating arable and ley-arable,Ah/L,2,2nd year ley treatment,grazed ley,L2,Italian ryegrass; S.23 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,*
1946,5,76,none,alternating arable and ley-arable,Ah/L,3,3rd year ley treatment,grazed ley,L3,Italian ryegrass; S.23 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,*
1947,5,76,none,alternating arable and ley-arable,Ah/L,4,1st test crop,potatoes,P,Majestic,*,*
1948,5,76,none,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1949,5,76,none,alternating arable and ley-arable,Ah/L,1,1st treatment crop,potatoes,P,Majestic,*,*
1950,5,76,none,alternating arable and ley-arable,Ah/L,2,2nd treatment crop,winter rye,R ,King II,*,*
1951,5,76,none,alternating arable and ley-arable,Ah/L,3,3rd treatment crop,hay,H,S.24 perennial ryegrass; late-flowering red clover; alsike clover,4.000,*
1952,5,76,none,alternating arable and ley-arable,Ah/L,4,1st test crop,potatoes,P,Majestic,*,*
1953,5,76,none,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1954,5,76,none,alternating arable and ley-arable,Ah/L,1,1st year ley treatment,lucerne,Lu1,Du Puits,3.000,*
1955,5,76,none,alternating arable and ley-arable,Ah/L,2,2nd year ley treatment,lucerne,Lu2,Du Puits,3.000,*
1956,5,76,none,alternating arable and ley-arable,Ah/L,3,3rd year ley treatment,lucerne,Lu3,Du Puits,3.000,*
1957,5,76,none,alternating arable and ley-arable,Ah/L,4,1st test crop,sugar beet,SBe,Klein E,*,*
1958,5,76,none,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Herta,*,*
1959,5,76,none,alternating arable and ley-arable,Ah/L,1,1st treatment crop,potatoes,P,Majestic,*,*
1960,5,76,none,alternating arable and ley-arable,Ah/L,2,2nd treatment crop,winter rye,R ,King II,*,*
1961,5,76,none,alternating arable and ley-arable,Ah/L,3,3rd treatment crop,carrots,C,James's Scarlet Intermediate,*,*
1962,5,76,none,alternating arable and ley-arable,Ah/L,4,1st test crop,sugar beet,SBe,Klein E,*,*
1963,5,76,none,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Proctor,*,*
1964,5,76,none,alternating arable and ley-arable,Ah/L,1,1st year ley treatment,grazed ley,L1,S.24 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,2
1965,5,76,none,alternating arable and ley-arable,Ah/L,2,2nd year ley treatment,grazed ley,L2,S.24 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,2
1966,5,76,none,alternating arable and ley-arable,Ah/L,3,3rd year ley treatment,grazed ley,L3,S.24 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,2
1967,5,76,none,alternating arable and ley-arable,Ah/L,4,1st test crop,sugar beet,SBe,Klein E,*,*
1968,5,76,none,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Maris Badger,*,*
1969,5,76,none,alternating arable and ley-arable,Ah/L,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1970,5,76,none,alternating arable and ley-arable,Ah/L,2,2nd treatment crop,winter rye,R,King II,*,*
1971,5,76,none,alternating arable and ley-arable,Ah/L,3,3rd treatment crop,hay,H,S.24 perennial ryegrass; late-flowering red clover; alsike clover,4.000,*
1972,5,76,none,alternating arable and ley-arable,Ah/L,4,1st test crop,potatoes,P,Maris Piper,*,*
1973,5,76,none,alternating arable and ley-arable,Ah/L,5,2nd test crop,winter wheat,W,Cappelle,*,*
1974,5,76,none,3-yr lucerne ley-arable,Lu,1,1st year ley treatment,red clover,CL1,S.123,3.000,*
1975,5,76,none,3-yr lucerne ley-arable,Lu,2,2nd year ley treatment,red clover,CL2,S.123,3.000,*
1976,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,3,3rd year ley treatment,clover grass ley,Lc3,S.51 timothy; S.215 meadow fescue; S.100 white clover; ,6.000,11
1977,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,4,4th year ley treatment,clover grass ley,Lc4,S.51 timothy; S.215 meadow fescue; S.100 white clover; ,6.000,*
1978,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,5,5th year ley treatment,clover grass ley,Lc5,S.51 timothy; S.215 meadow fescue; S.100 white clover; ,6.000,*
1979,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,6,6th year ley treatment,clover grass ley,Lc6,S.51 timothy; S.215 meadow fescue; S.100 white clover; ,6.000,*
1980,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,7,7th year ley treatment,clover grass ley,Lc7,S.51 timothy; S.215 meadow fescue; S.100 white clover; ,6.000,*
1981,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,8,8th year ley treatment,clover grass ley,Lc8,S.51 timothy; S.215 meadow fescue; S.100 white clover; ,6.000,*
1982,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,9,1st test crop,winter wheat,W,Avalon,*,*
1983,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,10,2nd test crop,spring barley,B,Triumph,*,*
1984,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,1,1st year ley treatment,clover grass ley,Lc1,Climax timothy; meadow fescue; Huia white clover,6.000,*
1985,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,2,2nd year ley treatment,clover grass ley,Lc2,Climax timothy; meadow fescue; Huia white clover,6.000,*
1986,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,3,3rd year ley treatment,clover grass ley,Lc3,Climax timothy; meadow fescue; Huia white clover,6.000,*
1987,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,4,4th year ley treatment,clover grass ley,Lc4,Climax timothy; meadow fescue; Huia white clover,6.000,*
1988,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,5,5th year ley treatment,clover grass ley,Lc5,Climax timothy; meadow fescue; Huia white clover,6.000,*
1989,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,6,6th year ley treatment,clover grass ley,Lc6,Climax timothy; meadow fescue; Huia white clover,6.000,*
1990,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,7,7th year ley treatment,clover grass ley,Lc7,Climax timothy; meadow fescue; Huia white clover,6.000,*
1991,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,8,8th year ley treatment,clover grass ley,Lc8,Climax timothy; meadow fescue; Huia white clover,6.000,*
1992,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,9,1st test crop,winter wheat,W,Mercia,*,*
1993,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,10,2nd test crop,winter rye,R,Amando,*,*
1994,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,1,1st year ley treatment,clover grass ley,Lc1,Erecta timothy; Bundy meadow fescue; Huia white clover,6.000,*
1995,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,2,2nd year ley treatment,clover grass ley,Lc2,Erecta timothy; Bundy meadow fescue; Huia white clover,6.000,*
1996,5,76,none,8-yr grass/clover ley-arable,LLc8_1st_cycle,3,3rd year ley treatment,clover grass ley,Lc3,Erecta timothy; Bundy meadow fescue; Huia white clover,6.000,*
