harvest_year,plot,sub_plot,sub_sub_plot,fertilizer_code,lime_factor_level,fym_factor_level,fym_amount,fym_n,rape_cake_factor_level,rape_cake_n,n_factor_level,fertilizer_n_amount,p_factor_level,p_amount,k_factor_level,k_amount,na_factor_level,na_amount,mg_factor_level,mg_amount,pH,percent_c,percent_n,c_n_ratio,exch_ca,total_p,org_p_ignition,org_p_extraction,note_id
1927,8,b,ii,Nil,L3,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.800,0.970,0.101,9.604,1060.000,956.000,285.000,236.000,4
1927,9,a,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.600,1.000,0.108,9.259,1080.000,908.000,308.000,234.000,4
1927,9,b,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.800,1.050,0.108,9.722,1160.000,908.000,308.000,234.000,4
1927,10,a,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.400,0.980,0.101,9.703,780.000,840.000,335.000,232.000,4
1927,10,b,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,4.900,1.000,0.106,9.434,620.000,776.000,315.000,262.000,4
1927,11,a,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.600,1.120,0.115,9.739,880.000,728.000,300.000,222.000,4
1927,11,b,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.800,1.500,0.151,9.934,1180.000,900.000,325.000,254.000,4
1932,1,*,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.400,0.930,0.095,9.789,860.000,616.000,238.000,154.000,5
1932,2,a,i,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,4.400,0.920,0.094,9.787,280.000,652.000,250.000,208.000,5
1932,2,a,ii,Nil,L1,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.100,1.010,0.104,9.712,820.000,652.000,250.000,208.000,5
1932,2,b,i,Nil,L3,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.800,0.890,0.093,9.570,940.000,652.000,250.000,208.000,5
1932,2,b,ii,Nil,L3,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.900,0.920,0.096,9.583,1140.000,652.000,250.000,208.000,5
1932,3,a,i,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.900,0.960,0.100,9.600,1080.000,648.000,262.000,202.000,5
1932,3,a,ii,Nil,L2,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,6.400,0.960,0.098,9.796,1340.000,648.000,262.000,202.000,5
1932,3,b,i,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.600,0.990,0.103,9.612,1040.000,648.000,262.000,202.000,5
1932,3,b,ii,Nil,L2,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,6.300,0.900,0.094,9.574,1200.000,648.000,262.000,202.000,5
1932,4,a,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.400,0.840,0.086,9.767,720.000,816.000,255.000,178.000,5
1932,4,b,*,Nil,L1,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.700,0.860,0.088,9.773,900.000,816.000,255.000,178.000,5
1932,5,a,i,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,4.700,0.880,0.090,9.778,280.000,816.000,261.000,208.000,5
1932,5,a,ii,Nil,L2,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.000,0.850,0.088,9.659,620.000,816.000,261.000,208.000,5
1932,5,b,*,Nil,L3,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.900,0.900,0.094,9.574,980.000,816.000,261.000,208.000,5
1932,6,*,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.800,0.980,0.100,9.800,1000.000,796.000,279.000,228.000,5
1932,7,*,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.600,0.860,0.090,9.556,820.000,568.000,235.000,192.000,5
1932,8,a,i,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,4.700,0.940,0.095,9.895,400.000,824.000,290.000,228.000,5
1932,8,a,ii,Nil,L3,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.800,0.890,0.092,9.674,900.000,824.000,290.000,228.000,5
1932,8,b,i,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.000,0.940,0.096,9.792,520.000,824.000,290.000,228.000,5
1932,8,b,ii,Nil,L3,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.900,0.970,0.101,9.604,940.000,824.000,290.000,228.000,5
1932,9,a,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.700,0.950,0.100,9.500,1000.000,860.000,290.000,252.000,5
1932,9,b,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.800,0.970,0.102,9.510,1000.000,860.000,290.000,252.000,5
1932,10,a,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.600,0.910,0.095,9.579,800.000,760.000,291.000,234.000,5
1932,10,b,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.100,0.920,0.096,9.583,580.000,696.000,305.000,224.000,5
1932,11,a,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.600,1.040,0.104,10.000,840.000,656.000,280.000,200.000,5
1932,11,b,*,Nil,L0,nil,0.000,0,nil,0,nil,0,nil,0,nil,0,nil,0,nil,0,5.800,1.230,0.123,10.000,1060.000,836.000,306.000,268.000,5
