site,plot,block,sub-plot,harvest_year,liming_factor_level,lime_date,annual_lime ,cumulative_lime ,p_factor_level,p_rate_annual,p_rate_cumulative,k_factor_level,k_rate_annual,mg_factor_level,mg_rate_annual,mn_factor_level,mn_rate_annual,s_factor_level,s_rate_annual,n_basal_rate,k_basal_rate,mg_basal_rate,crop,variety,sow_date,harvest_date,yield,%_dry_matter,note
Rothamsted,28,2,281,1974,H,*,0.000,20.000,P,55.000,385.000,K,156.000,0,0.000,-,*,-,*,190,0,0,potatoes,pentland crown,1974-04-24,1974-10-30,56.400,*,5
Rothamsted,28,2,282,1974,H,*,0.000,20.000,P,55.000,385.000,K,156.000,Mg,112.000,-,*,-,*,190,0,0,potatoes,pentland crown,1974-04-24,1974-10-30,53.200,*,5
Rothamsted,29,2,291,1974,0,*,0.000,0.000,0,0.000,0.000,K,156.000,Mg,112.000,-,*,-,*,190,0,0,potatoes,pentland crown,1974-04-24,1974-10-30,10.200,*,5
Rothamsted,29,2,292,1974,0,*,0.000,0.000,0,0.000,0.000,K,156.000,0,0.000,-,*,-,*,190,0,0,potatoes,pentland crown,1974-04-24,1974-10-30,2.500,*,5
Rothamsted,30,2,301,1974,L,*,0.000,5.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,190,0,0,potatoes,pentland crown,1974-04-24,1974-10-30,24.900,*,5
Rothamsted,30,2,302,1974,L,*,0.000,5.000,0,0.000,0.000,0,0.000,Mg,112.000,-,*,-,*,190,0,0,potatoes,pentland crown,1974-04-24,1974-10-30,24.300,*,5
Rothamsted,31,2,311,1974,H,*,0.000,20.000,P,55.000,385.000,0,0.000,0,0.000,-,*,-,*,190,0,0,potatoes,pentland crown,1974-04-24,1974-10-30,13.400,*,5
Rothamsted,31,2,312,1974,H,*,0.000,20.000,P,55.000,385.000,0,0.000,Mg,112.000,-,*,-,*,190,0,0,potatoes,pentland crown,1974-04-24,1974-10-30,11.200,*,5
Rothamsted,32,2,321,1974,H,*,0.000,20.000,0,0.000,0.000,0,0.000,Mg,112.000,-,*,-,*,190,0,0,potatoes,pentland crown,1974-04-24,1974-10-30,10.200,*,5
Rothamsted,32,2,322,1974,H,*,0.000,20.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,190,0,0,potatoes,pentland crown,1974-04-24,1974-10-30,13.200,*,5
Rothamsted,1,1,11,1975,0,*,0.000,0.000,P,27.500,412.500,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.500,85.000,0
Rothamsted,1,1,12,1975,0,*,0.000,0.000,P,27.500,412.500,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,1.700,85.000,0
Rothamsted,2,1,21,1975,0,*,0.000,0.000,0,0.000,0.000,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,1.860,85.000,0
Rothamsted,2,1,22,1975,0,*,0.000,0.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,0.820,85.000,0
Rothamsted,3,1,31,1975,H,*,0.000,20.000,0,0.000,0.000,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.210,85.000,0
Rothamsted,3,1,32,1975,H,*,0.000,20.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.650,85.000,0
Rothamsted,4,1,41,1975,L,*,0.000,5.000,P,27.500,412.500,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.070,85.000,0
Rothamsted,4,1,42,1975,L,*,0.000,5.000,P,27.500,412.500,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.240,85.000,0
Rothamsted,5,1,51,1975,0,*,0.000,0.000,P,27.500,412.500,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,0.740,85.000,0
Rothamsted,5,1,52,1975,0,*,0.000,0.000,P,27.500,412.500,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.790,85.000,0
Rothamsted,6,1,61,1975,M,*,0.000,10.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.090,85.000,0
Rothamsted,6,1,62,1975,M,*,0.000,10.000,0,0.000,0.000,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.160,85.000,0
Rothamsted,7,1,71,1975,L,*,0.000,5.000,0,0.000,0.000,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.730,85.000,0
Rothamsted,7,1,72,1975,L,*,0.000,5.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.440,85.000,0
Rothamsted,8,1,81,1975,H,*,0.000,20.000,P,27.500,412.500,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.840,85.000,0
Rothamsted,8,1,82,1975,H,*,0.000,20.000,P,27.500,412.500,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.850,85.000,0
Rothamsted,9,1,91,1975,M,*,0.000,10.000,0,0.000,0.000,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.540,85.000,0
Rothamsted,9,1,92,1975,M,*,0.000,10.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.340,85.000,0
Rothamsted,10,1,101,1975,0,*,0.000,0.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,0.860,85.000,0
Rothamsted,10,1,102,1975,0,*,0.000,0.000,0,0.000,0.000,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.690,85.000,0
Rothamsted,11,1,111,1975,L,*,0.000,5.000,P,27.500,412.500,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.250,85.000,0
Rothamsted,11,1,112,1975,L,*,0.000,5.000,P,27.500,412.500,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.760,85.000,0
Rothamsted,12,1,121,1975,L,*,0.000,5.000,0,0.000,0.000,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.290,85.000,0
Rothamsted,12,1,122,1975,L,*,0.000,5.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,1.790,85.000,0
Rothamsted,13,1,131,1975,M,*,0.000,10.000,P,27.500,412.500,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.540,85.000,0
Rothamsted,13,1,132,1975,M,*,0.000,10.000,P,27.500,412.500,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.160,85.000,0
Rothamsted,14,1,141,1975,H,*,0.000,20.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.580,85.000,0
Rothamsted,14,1,142,1975,H,*,0.000,20.000,0,0.000,0.000,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.370,85.000,0
Rothamsted,15,1,151,1975,H,*,0.000,20.000,P,27.500,412.500,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.970,85.000,0
Rothamsted,15,1,152,1975,H,*,0.000,20.000,P,27.500,412.500,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.470,85.000,0
Rothamsted,16,1,161,1975,M,*,0.000,10.000,P,27.500,412.500,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.200,85.000,0
Rothamsted,16,1,162,1975,M,*,0.000,10.000,P,27.500,412.500,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.010,85.000,0
Rothamsted,17,2,171,1975,M,*,0.000,10.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.950,85.000,0
Rothamsted,17,2,172,1975,M,*,0.000,10.000,0,0.000,0.000,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.120,85.000,0
Rothamsted,18,2,181,1975,M,*,0.000,10.000,P,27.500,412.500,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.060,85.000,0
Rothamsted,18,2,182,1975,M,*,0.000,10.000,P,27.500,412.500,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.820,85.000,0
Rothamsted,19,2,191,1975,M,*,0.000,10.000,0,0.000,0.000,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.780,85.000,0
Rothamsted,19,2,192,1975,M,*,0.000,10.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.910,85.000,0
Rothamsted,20,2,201,1975,0,*,0.000,0.000,P,27.500,412.500,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.380,85.000,0
Rothamsted,20,2,202,1975,0,*,0.000,0.000,P,27.500,412.500,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.570,85.000,0
Rothamsted,21,2,211,1975,M,*,0.000,10.000,P,27.500,412.500,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.080,85.000,0
Rothamsted,21,2,212,1975,M,*,0.000,10.000,P,27.500,412.500,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.080,85.000,0
Rothamsted,22,2,221,1975,L,*,0.000,5.000,0,0.000,0.000,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.290,85.000,0
Rothamsted,22,2,222,1975,L,*,0.000,5.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,1.780,85.000,0
Rothamsted,23,2,231,1975,0,*,0.000,0.000,P,27.500,412.500,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,1.770,85.000,0
Rothamsted,23,2,232,1975,0,*,0.000,0.000,P,27.500,412.500,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.210,85.000,0
Rothamsted,24,2,241,1975,L,*,0.000,5.000,P,27.500,412.500,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.060,85.000,0
Rothamsted,24,2,242,1975,L,*,0.000,5.000,P,27.500,412.500,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.440,85.000,0
Rothamsted,25,2,251,1975,L,*,0.000,5.000,P,27.500,412.500,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.500,85.000,0
Rothamsted,25,2,252,1975,L,*,0.000,5.000,P,27.500,412.500,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.190,85.000,0
Rothamsted,26,2,261,1975,0,*,0.000,0.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,1.620,85.000,0
Rothamsted,26,2,262,1975,0,*,0.000,0.000,0,0.000,0.000,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.280,85.000,0
Rothamsted,27,2,271,1975,H,*,0.000,20.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,3.040,85.000,0
Rothamsted,27,2,272,1975,H,*,0.000,20.000,0,0.000,0.000,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.510,85.000,0
Rothamsted,28,2,281,1975,H,*,0.000,20.000,P,27.500,412.500,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.860,85.000,0
Rothamsted,28,2,282,1975,H,*,0.000,20.000,P,27.500,412.500,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.950,85.000,0
Rothamsted,29,2,291,1975,0,*,0.000,0.000,0,0.000,0.000,K,105.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,1.660,85.000,0
Rothamsted,29,2,292,1975,0,*,0.000,0.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,0.200,85.000,0
Rothamsted,30,2,301,1975,L,*,0.000,5.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.080,85.000,0
Rothamsted,30,2,302,1975,L,*,0.000,5.000,0,0.000,0.000,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,1.790,85.000,0
Rothamsted,31,2,311,1975,H,*,0.000,20.000,P,27.500,412.500,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.510,85.000,0
Rothamsted,31,2,312,1975,H,*,0.000,20.000,P,27.500,412.500,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.310,85.000,0
Rothamsted,32,2,321,1975,H,*,0.000,20.000,0,0.000,0.000,0,0.000,Mg,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.490,85.000,0
Rothamsted,32,2,322,1975,H,*,0.000,20.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,80,0,0,spring oats,manod,1975-03-25,1975-08-18,2.160,85.000,0
Rothamsted,1,1,11,1976,0,*,0.000,0.000,P,27.500,440.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,1,1,12,1976,0,*,0.000,0.000,P,27.500,440.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,2,1,21,1976,0,*,0.000,0.000,0,0.000,0.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,2,1,22,1976,0,*,0.000,0.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,3,1,31,1976,H,*,0.000,20.000,0,0.000,0.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,3,1,32,1976,H,*,0.000,20.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,4,1,41,1976,L,*,0.000,5.000,P,27.500,440.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,4,1,42,1976,L,*,0.000,5.000,P,27.500,440.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,5,1,51,1976,0,*,0.000,0.000,P,27.500,440.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,5,1,52,1976,0,*,0.000,0.000,P,27.500,440.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,6,1,61,1976,M,*,0.000,10.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,6,1,62,1976,M,*,0.000,10.000,0,0.000,0.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,7,1,71,1976,L,*,0.000,5.000,0,0.000,0.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,7,1,72,1976,L,*,0.000,5.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,8,1,81,1976,H,*,0.000,20.000,P,27.500,440.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,8,1,82,1976,H,*,0.000,20.000,P,27.500,440.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,9,1,91,1976,M,*,0.000,10.000,0,0.000,0.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,9,1,92,1976,M,*,0.000,10.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,10,1,101,1976,0,*,0.000,0.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,10,1,102,1976,0,*,0.000,0.000,0,0.000,0.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,11,1,111,1976,L,*,0.000,5.000,P,27.500,440.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,11,1,112,1976,L,*,0.000,5.000,P,27.500,440.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,12,1,121,1976,L,*,0.000,5.000,0,0.000,0.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,12,1,122,1976,L,*,0.000,5.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,13,1,131,1976,M,*,0.000,10.000,P,27.500,440.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,13,1,132,1976,M,*,0.000,10.000,P,27.500,440.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,14,1,141,1976,H,*,0.000,20.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,14,1,142,1976,H,*,0.000,20.000,0,0.000,0.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,15,1,151,1976,H,*,0.000,20.000,P,27.500,440.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,15,1,152,1976,H,*,0.000,20.000,P,27.500,440.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,16,1,161,1976,M,*,0.000,10.000,P,27.500,440.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,16,1,162,1976,M,*,0.000,10.000,P,27.500,440.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,17,2,171,1976,M,*,0.000,10.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,17,2,172,1976,M,*,0.000,10.000,0,0.000,0.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,18,2,181,1976,M,*,0.000,10.000,P,27.500,440.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,18,2,182,1976,M,*,0.000,10.000,P,27.500,440.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,19,2,191,1976,M,*,0.000,10.000,0,0.000,0.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,19,2,192,1976,M,*,0.000,10.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,20,2,201,1976,0,*,0.000,0.000,P,27.500,440.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,20,2,202,1976,0,*,0.000,0.000,P,27.500,440.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,21,2,211,1976,M,*,0.000,10.000,P,27.500,440.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,21,2,212,1976,M,*,0.000,10.000,P,27.500,440.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,22,2,221,1976,L,*,0.000,5.000,0,0.000,0.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,22,2,222,1976,L,*,0.000,5.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,23,2,231,1976,0,*,0.000,0.000,P,27.500,440.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,23,2,232,1976,0,*,0.000,0.000,P,27.500,440.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,24,2,241,1976,L,*,0.000,5.000,P,27.500,440.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,24,2,242,1976,L,*,0.000,5.000,P,27.500,440.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,25,2,251,1976,L,*,0.000,5.000,P,27.500,440.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,25,2,252,1976,L,*,0.000,5.000,P,27.500,440.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,26,2,261,1976,0,*,0.000,0.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,26,2,262,1976,0,*,0.000,0.000,0,0.000,0.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,27,2,271,1976,H,*,0.000,20.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,27,2,272,1976,H,*,0.000,20.000,0,0.000,0.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,28,2,281,1976,H,*,0.000,20.000,P,27.500,440.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,28,2,282,1976,H,*,0.000,20.000,P,27.500,440.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,29,2,291,1976,0,*,0.000,0.000,0,0.000,0.000,K,105.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,29,2,292,1976,0,*,0.000,0.000,0,0.000,0.000,K,105.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,30,2,301,1976,L,*,0.000,5.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,30,2,302,1976,L,*,0.000,5.000,0,0.000,0.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,31,2,311,1976,H,*,0.000,20.000,P,27.500,440.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,31,2,312,1976,H,*,0.000,20.000,P,27.500,440.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,32,2,321,1976,H,*,0.000,20.000,0,0.000,0.000,0,0.000,Mg,112.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
Rothamsted,32,2,322,1976,H,*,0.000,20.000,0,0.000,0.000,0,0.000,0,0.000,-,*,-,*,170,0,0,spring oilseed rape,maris haplona,1976-03-26,1976-07-14,0.000,*,2
